Place	Player	Country	Score	To par
T1	Bruce Devlin	Australia	70	–2
T1	Bill Rogers	United States	70	–2
T3	Bobby Clampett	United States	71	–1
T3	Terry Diehl	United States	71	–1
T3	Danny Edwards	United States	71	–1
T3	Jim King	United States	71	–1
T3	Calvin Peete	United States	71	–1
T8	Butch Baird	United States	72	E
T8	George Burns	United States	72	E
T8	Lyn Lott	United States	72	E
T8	Andy North	United States	72	E
T8	Dan Pohl	United States	72	E
T8	Ron Streck	United States	72	E
T8	Jim Thorpe	United States	72	E
T8	Tom Watson	United States	72	E
T8	Fuzzy Zoeller	United States	72	E
