Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 2	@ Cleveland	86–95	Hughes (23)	Gooden (10)	Hughes (4)	Quicken Loans Arena 20,562	23–36
60	March 4	Memphis	112–97	Deng , Gooden (21)	Gooden (14)	Hinrich (12)	United Center 21,725	24–36
61	March 6	Cleveland	107–96	Deng , Gordon (23)	Noah (20)	Hinrich (7)	United Center 22,097	25–36
62	March 7	@ Boston	93–116	Gordon (20)	Gray (8)	Gordon (4)	TD Banknorth Garden 18,624	25–37
63	March 9	@ Detroit	109–116	Gordon (27)	Gooden (8)	Hughes (5)	Palace of Auburn Hills 22,076	25–38
64	March 11	Utah	108–96	Gooden (24)	Gooden (10)	Hinrich (6)	United Center 21,969	26–38
65	March 14	Philadelphia	106–110	Deng (21)	Gooden (9)	Hinrich (6)	United Center 22,069	26–39
66	March 17	@ New Orleans	97–108	Gordon (31)	Gooden (12)	Hinrich (5)	New Orleans Arena 14,337	26–40
67	March 18	New Jersey	112–96	Deng (20)	Gooden (11)	Hinrich (8)	United Center 22,070	27–40
68	March 20	San Antonio	80–102	Deng (18)	Gordon (8)	Gordon (3)	United Center 22,353	27–41
69	March 22	Indiana	101–108	Deng (28)	Gooden , Hughes (10)	Hinrich (10)	United Center 21,752	27–42
70	March 25	Atlanta	103–94	Gooden (31)	Gooden (16)	Hinrich (10)	United Center 21,806	28–42
71	March 26	@ Philadelphia	99–121	Sefolosha (20)	Gooden (8)	Hinrich (6)	Wachovia Center 18,620	28–43
72	March 28	@ Atlanta	103–106	Deng (19)	Noah (7)	Hinrich (8)	Philips Arena 17,223	28–44
