Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 1	@ LA Lakers	L 108–109 (OT)	Spencer Hawes (30)	Spencer Hawes (11)	Beno Udrih (13)	Staples Center 18,997	14-18
33	January 2	Dallas	L 91–99 (OT)	Omri Casspi (22)	Omri Casspi (11)	Tyreke Evans (6)	ARCO Arena 14,294	14-19
34	January 5	Phoenix	L 109–113 (OT)	Tyreke Evans (23)	Tyreke Evans (11)	Tyreke Evans (7)	ARCO Arena 13,630	14-20
35	January 8	@ Golden State	L 101–108 (OT)	Tyreke Evans (25)	Ime Udoka (14)	Tyreke Evans , Jason Thompson (6)	Oracle Arena 18,327	14-21
36	January 9	Denver	W 102–100 (OT)	Tyreke Evans (27)	Jon Brockman (12)	Tyreke Evans (5)	ARCO Arena 14,411	15-21
37	January 12	Orlando	L 88–109 (OT)	Tyreke Evans (18)	Omri Casspi (11)	Omri Casspi (5)	ARCO Arena 14,426	15-22
38	January 15	@ Philadelphia	L 86–98 (OT)	Kevin Martin , Jason Thompson (19)	Jason Thompson (16)	Jason Thompson (5)	Wachovia Center 16,767	15-23
39	January 16	@ Washington	L 86–96 (OT)	Kevin Martin (23)	Spencer Hawes (7)	Tyreke Evans (7)	Verizon Center 17,242	15-24
40	January 18	@ Charlotte	L 103–105 (OT)	Tyreke Evans (34)	Jon Brockman (14)	Tyreke Evans (7)	Time Warner Cable Arena 13,678	15-25
41	January 20	@ Atlanta	L 97–108 (OT)	Tyreke Evans (24)	Omri Casspi (8)	Beno Udrih (8)	Philips Arena 14,809	15-26
42	January 22	@ Orlando	L 84–100 (OT)	Tyreke Evans (19)	Jason Thompson (10)	Kevin Martin , Sergio Rodríguez (5)	Amway Arena 17,461	15-27
43	January 23	@ Miami	L 84–115 (OT)	Tyreke Evans (15)	Jason Thompson , Spencer Hawes (7)	Kevin Martin , Tyreke Evans (3)	American Airlines Arena 18,521	15-28
44	January 26	Golden State	W 99–96 (OT)	Beno Udrih (24)	Spencer Hawes (13)	Beno Udrih (5)	ARCO Arena 14,522	16-28
45	January 29	@ Utah	L 94–101 (OT)	Kevin Martin (33)	Spencer Hawes (9)	Tyreke Evans (6)	EnergySolutions Arena 19,480	16-29
