Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	@ Miami	L 97–129 (OT)	Kevin Love (20)	Nikola Peković (8)	Wesley Johnson (5)	American Airlines Arena 19,600	1–3
5	November 3	@ Orlando	L 86–128 (OT)	Kevin Love (22)	Kevin Love (9)	Sebastian Telfair (5)	Amway Center 18,846	1–4
6	November 5	Atlanta	L 103–113 (OT)	Kevin Love , Corey Brewer , Wesley Johnson (18)	Kevin Love (12)	Sebastian Telfair (7)	Target Center 17.222	1–5
7	November 7	@ Houston	L 94–120 (OT)	Kevin Love (16)	Kevin Love (16)	Corey Brewer (3)	Toyota Center 15,058	1–6
8	November 9	@ L.A. Lakers	L 94–99 (OT)	Kevin Love (23)	Kevin Love (24)	Sebastian Telfair (9)	Staples Center 18,997	1–7
9	November 10	@ Sacramento	W 98–89 (OT)	Michael Beasley (42)	Michael Beasley , Kevin Love (9)	Darko Miličić (4)	ARCO Arena 12,433	2–7
10	November 12	New York	W 112–103 (OT)	Michael Beasley (35)	Kevin Love (31)	Sebastian Telfair (8)	Target Center 15,232	3–7
11	November 14	@ Atlanta	L 105–111 (OT)	Michael Beasley (25)	Kevin Love (17)	Sebastian Telfair (8)	Philips Arena 12,027	3–8
12	November 15	@ Charlotte	L 110–113 (OT)	Michael Beasley (28)	Darko Miličić (12)	Sebastian Telfair (6)	Time Warner Cable Arena 11,211	3–9
13	November 17	L.A. Clippers	W 113–111 (OT)	Michael Beasley (33)	Kevin Love (14)	Luke Ridnour (8)	Target Center 12,909	4–9
14	November 19	L.A. Lakers	L 95–112 (OT)	Michael Beasley (25)	Darko Miličić (16)	Darko Miličić (5)	Target Center 19,356	4–10
15	November 22	@ Oklahoma City	L 107–117 (OT)	Kevin Love (24)	Kevin Love (17)	Luke Ridnour (7)	Oklahoma City Arena 17,653	4–11
16	November 24	San Antonio	L 109–113 (OT)	Kevin Love (32)	Kevin Love (22)	Luke Ridnour , Sebastian Telfair (5)	Target Center 13,117	4–12
