Club	Played	Drawn	Lost	Try BP	Losing BP
Club	Played	Drawn	Lost	Try BP	Losing BP
UWIC RFC	22	0	3	10	2
Llanharan RFC	22	0	5	13	3
Blackwood RFC	22	0	6	9	4
Bargoed RFC	22	0	6	10	2
Newbridge RFC	22	0	9	7	2
Rumney RFC	22	0	12	5	3
Bedlinog RFC	22	0	13	0	5
Merthyr RFC	22	1	14	5	5
Ystrad Rhondda RFC	22	0	15	6	3
Beddau RFC	22	1	14	3	4
Tredegar RFC	22	0	15	4	4
Caerphilly RFC	22	0	19	1	5
Correct as of 3 August 2010	Correct as of 3 August 2010	Correct as of 3 August 2010	Correct as of 3 August 2010	Correct as of 3 August 2010	Correct as of 3 August 2010
