Date	Opponent	Score	Loss	Attendance	Record
May 1	Red Sox	4-3	Malaska (1-1)	N/A	14-9
May 1	Red Sox	8-5	Martínez (3-2)	44,598	15-9
May 2	Red Sox	4-1	Tim Wakefield (2-1)	31,538	16-9
May 3	Devil Rays	9-0	Abbott (2-3)	18,116	17-9
May 4	Devil Rays	5-4	Nelson (0-2)	20,228	17-10
May 5	Devil Rays	6-1	Waechter (1-2)	21,082	18-10
May 7	Tigers	8-7	Ramirez (1-2)	41,095	18-11
May 8	Tigers	16-15	Urbina (1-1)	45,017	19-11
May 9	Tigers	5-3	Rogers (4-2)	25,034	19-12
May 11	@ Devil Rays	5-4	Waechter (1-3)	10,389	20-12
May 12	@ Devil Rays	9-8	Halama (0-1)	10,202	21-12
May 13	@ Devil Rays	6-3	Dickey (4-2)	10,234	21-13
May 14	@ Tigers	7-1	Benoit (1-1)	22,449	21-14
May 15	@ Tigers	6-1	Robertson (2-3)	26,120	22-14
May 16	@ Tigers	3-1	Drese (2-1)	21,615	22-15
May 18	Royals	7-6	Dickey (4-3)	26,247	22-16
May 19	Royals	5-3	Park (2-4)	32,374	22-17
May 20	Royals	6-3	May (1-6)	25,149	23-17
May 21	Yankees	9-7	Brown (5-1)	49,195	24-17
May 22	Yankees	4-3	Gordon (1-2)	49,458	25-17
May 23	Yankees	8-3	Dickey (4-4)	50,241	25-18
May 25	@ White Sox	7-4	Schoeneweis (4-2)	22,359	26-18
May 26	@ White Sox	4-0	Benoit (2-2)	18,185	26-19
May 27	@ White Sox	9-0	Drese (2-2)	14,428	26-20
May 28	@ Blue Jays	5-4	Dickey (4-5)	16,394	26-21
May 29	@ Blue Jays	6-2	Dominguez (0-1)	30,704	26-22
May 30	@ Blue Jays	4-2	Miller (1-1)	22,225	27-22
