Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
5	November 3	Washington Wizards	W 102–90 (OT)	LeBron James (27)	Anderson Varejao (10)	LeBron James , Mo Williams (6)	Quicken Loans Arena 20,562	3-2
6	November 5	Chicago Bulls	L 85–86 (OT)	LeBron James (25)	Anderson Varejao (13)	LeBron James , Mo Williams (6)	Quicken Loans Arena 20,562	3-3
7	November 6	@ New York Knicks	W 100–91 (OT)	LeBron James (33)	Anderson Varejao (14)	LeBron James (9)	Madison Square Garden 19,763	4-3
8	November 11	@ Orlando Magic	W 102–93 (OT)	LeBron James (36)	LeBron James (8)	Mo Williams (6)	Amway Arena 17,461	5-3
9	November 12	@ Miami Heat	W 111–104 (OT)	LeBron James (34)	Jamario Moon (6)	LeBron James (7)	American Airlines Arena 19,600	6-3
10	November 14	Utah Jazz	W 107–103 (OT)	LeBron James , Mo Williams (21)	LeBron James , Zydrunas Ilgauskas (6)	LeBron James (9)	Quicken Loans Arena 20,562	7-3
11	November 17	Golden State Warriors	W 114–108 (OT)	LeBron James (31)	J.J. Hickson (9)	LeBron James (12)	Quicken Loans Arena 20,562	8-3
12	November 18	@ Washington Wizards	L 91–108 (OT)	LeBron James (34)	Zydrunas Ilgauskas (9)	LeBron James (8)	Verizon Center 20,173	8-4
13	November 20	@ Indiana Pacers	W 105–95 (OT)	LeBron James (40)	Zydrunas Ilgauskas (11)	LeBron James (7)	Conseco Fieldhouse 18,165	9-4
14	November 21	Philadelphia 76ers	W 97–91 (OT)	LeBron James (32)	Zydrunas Ilgauskas (8)	LeBron James (9)	Quicken Loans Arena 20,562	10-4
15	November 25	@ Detroit Pistons	W 98–88 (OT)	LeBron James (34)	LeBron James , Anderson Varejão (8)	Mo Williams (8)	The Palace of Auburn Hills 22,076	11-4
16	November 27	@ Charlotte Bobcats	L 87–94 (OT)	LeBron James (25)	Anderson Varejão (11)	Mo Williams (6)	Time Warner Cable Arena 19,168	11-5
