Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 3	Milwaukee	W 99–85 (OT)	Brook Lopez (22)	Brook Lopez (12)	Vince Carter (12)	Izod Center 10,102	22–27
50	February 4	@ Washington	W 115–88 (OT)	Devin Harris (26)	Brook Lopez (12)	Devin Harris (7)	Verizon Center 12,602	23–27
51	February 7	Denver	W 114–70 (OT)	Devin Harris (28)	Ryan Anderson (12)	Vince Carter (8)	Izod Center 17,697	24–27
52	February 8	@ Orlando	L 84–101 (OT)	Devin Harris (28)	Brook Lopez (12)	Devin Harris (12)	Amway Arena 16,533	24–28
53	February 10	San Antonio	L 93–108 (OT)	Vince Carter (25)	Devin Harris (7)	Vince Carter , Devin Harris (5)	Izod Center 13,301	24–29
54	February 17	@ Houston	L 88–114 (OT)	Vince Carter (30)	Brook Lopez (9)	Chris Douglas-Roberts , Devin Harris (4)	Toyota Center 14,921	24–30
55	February 18	@ Dallas	L 98–113 (OT)	Devin Harris (18)	Brook Lopez (7)	Devin Harris (7)	American Airlines Center 19,878	24–31
56	February 20	Washington	L 96–107 (OT)	Devin Harris (26)	Ryan Anderson (9)	Devin Harris (10)	Izod Center 15,113	24–32
57	February 23	Philadelphia	W 98–96 (OT)	Devin Harris (39)	Yi Jianlian (6)	Devin Harris (8)	Izod Center 13,236	25–32
58	February 25	Chicago	W 111–99 (OT)	Devin Harris (42)	Vince Carter , Yi Jianlian (9)	Vince Carter (7)	Izod Center 14,075	26–32
