Date	Opponent	Score	Loss	Attendance	Record
April 9	@ Rangers	4 - 2	Stottlemyre (0-1)	40,907	0-1
April 10	Rangers	2 - 1	Hough (0-1)	49,673	1-1
April 11	Rangers	11 - 5	Cerutti (0-1)	35,301	1-2
April 12	Rangers	7 - 1	Moyer (0-1)	35,354	2-2
April 13	@ Royals	3 - 1	Davis (0-1)	20,522	3-2
April 14	@ Royals	3 - 1	Stottlemyre (0-2)	25,930	3-3
April 15	@ Royals	5 - 4	Crawford (0-1)	21,925	4-3
April 16	Orioles	4 - 2	Tibbs (0-1)	40,301	5-3
April 17	Orioles	8 - 2	Ballard (0-2)	38,212	6-3
April 18	Orioles	8 - 5	Wills (0-1)	41,181	6-4
April 20	Royals	17 - 6	Saberhagen (1-1)	49,151	7-4
April 21	Royals	5 - 1	Gubicza (1-2)	49,121	8-4
April 22	Royals	7 - 1	Cerutti (1-2)	49,056	8-5
April 23	Indians	12 - 9	Wickander (0-1)	34,139	9-5
April 24	Indians	4 - 3	Swindell (1-2)	35,203	10-5
April 25	Indians	5 - 3	Nichols (0-1)	38,168	11-5
April 26	Indians	4 - 3	Stieb (3-1)	44,174	11-6
April 27	@ White Sox	6 - 1	Cerutti (1-3)	10,965	11-7
April 28	@ White Sox	5 - 4	Flanagan (2-1)	15,395	11-8
April 29	@ White Sox	10 - 3	Key (2-1)	12,936	11-9
April 30	@ Indians	10 - 4	Bearse (0-2)	6,254	12-9
