Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
63	March 1	@ Memphis	W 103–93 (OT)	Brandon Roy (25)	Brandon Roy , Marcus Camby (22)	Andre Miller (11)	FedEx Forum 11,123	36-27
64	March 3	Indiana	W 102–79 (OT)	Brandon Roy (22)	Dante Cunningham (8)	Rudy Fernandez (5)	Rose Garden 20,623	37-27
65	March 7	@ Denver	L 106–118 (OT)	Jerryd Bayless (24)	Juwan Howard , LaMarcus Aldridge (7)	Brandon Roy , Jerryd Bayless (5)	Pepsi Center 17,266	37-28
66	March 9	Sacramento	W 88–81 (OT)	Brandon Roy (19)	Brandon Roy , Marcus Camby , Juwan Howard (8)	Andre Miller (5)	Rose Garden 20,587	38-28
67	March 11	@ Golden State	W 110–105 (OT)	Brandon Roy (41)	Marcus Camby (17)	Andre Miller (7)	Oracle Arena 17,308	39-28
68	March 12	@ Sacramento	W 110–94 (OT)	Brandon Roy (28)	Marcus Camby (7)	Brandon Roy (4)	ARCO Arena 12,110	40-28
69	March 14	Toronto	W 109–98 (OT)	Nicolas Batum , LaMarcus Aldridge (22)	LaMarcus Aldridge (12)	Brandon Roy , Andre Miller (5)	Rose Garden 20,639	41-28
70	March 19	Washington	W 76–74 (OT)	LaMarcus Aldridge (19)	Marcus Camby (19)	Rudy Fernandez , Andre Miller (3)	Rose Garden 20,592	42-28
71	March 21	@ Phoenix	L 87–93 (OT)	Brandon Roy (23)	Marcus Camby (16)	Andre Miller (9)	US Airways Center 18,422	42-29
72	March 25	Dallas	W 101–89 (OT)	LaMarcus Aldridge (20)	Marcus Camby (11)	Andre Miller (10)	Rose Garden 20,611	43-29
73	March 27	@ New Orleans	W 112–101 (OT)	Brandon Roy (28)	Marcus Camby (14)	Andre Miller (8)	New Orleans Arena 16,475	44-29
74	March 28	@ Oklahoma City	W 92–87 (OT)	Andre Miller (26)	Marcus Camby (12)	Brandon Roy (7)	Ford Center 18,203	45-29
