Date	Opponent	Score	Loss	Attendance	Record
April 6	@ Tigers	Postponed (snow) Rescheduled for April 7	Postponed (snow) Rescheduled for April 7	Postponed (snow) Rescheduled for April 7	Postponed (snow) Rescheduled for April 7
April 7	@ Tigers	Postponed (snow) Rescheduled for April 15	Postponed (snow) Rescheduled for April 15	Postponed (snow) Rescheduled for April 15	Postponed (snow) Rescheduled for April 15
April 8	@ Tigers	Postponed (snow) Rescheduled for August 5	Postponed (snow) Rescheduled for August 5	Postponed (snow) Rescheduled for August 5	Postponed (snow) Rescheduled for August 5
April 9	Brewers	15 - 4	Bomback (0-1)	30,216	0-1
April 10	Brewers	3 - 2 (10)	Fingers (0-1)	11,141	1-1
April 11	Brewers	14 - 5	Clancy (0-1)	10,128	1-2
April 12	Tigers	9 - 5	Wilcox (0-1)	11,180	2-2
April 13	Tigers	4 - 2	Murray (0-1)	10,087	2-3
April 14	Tigers	5 - 4	Saucier (0-1)	10,114	3-3
April 15	@ Tigers	4 - 2	Stieb (0-1)	51,038	3-4
April 16	@ Red Sox	2 - 0	Eckersley (1-1)	7,542	4-4
April 17	@ Red Sox	5 - 4	Bomback (0-2)	18,617	4-5
April 18	@ Red Sox	4 - 3	Jackson (2-1)	18,017	4-6
April 19	@ Red Sox	5 - 4	Clear (0-1)	27,265	5-6
April 20	@ Brewers	Postponed (cold weather) Rescheduled for August 12	Postponed (cold weather) Rescheduled for August 12	Postponed (cold weather) Rescheduled for August 12	Postponed (cold weather) Rescheduled for August 12
April 21	@ Brewers	3 - 1	Leal (2-1)	5,298	5-7
April 22	@ Brewers	7 - 0	Bomback (0-3)	6,199	5-8
April 23	Red Sox	5 - 4	Clancy (0-2)	10,428	5-9
April 24	Red Sox	8 - 7	Stieb (0-2)	13,135	5-10
April 25	Red Sox	5 - 4 (12)	McLaughlin (0-1)	21,043	5-11
April 27	Rangers	8 - 4	Medich (1-2)	10,101	6-11
April 28	Rangers	6 - 4	Tanana (1-3)	10,109	7-11
April 29	@ Royals	7 - 0	Splittorff (1-1)	15,707	8-11
April 30	@ Royals	8 - 7	Jackson (2-2)	19,030	8-12
