Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 1	Cleveland	L 87–88 (OT)	Joe Johnson (21)	Marvin Williams , Al Horford (10)	Joe Johnson (4)	Philips Arena 19,639	33–26
60	March 2	@ Washington	W 98–89 (OT)	Marvin Williams (28)	Al Horford (8)	Joe Johnson (13)	Verizon Center 10,189	34–26
61	March 4	@ New York	L 105–109 (OT)	Al Horford (20)	Al Horford (13)	Joe Johnson (6)	Madison Square Garden 18,931	34–27
62	March 6	@ Charlotte	L 91–98 (OT)	Al Horford (15)	Marvin Williams (8)	Mike Bibby (6)	Time Warner Cable Arena 15,058	34–28
63	March 7	Detroit	W 87–83 (OT)	Josh Smith (19)	Josh Smith , Al Horford (12)	Joe Johnson (6)	Philips Arena 19,101	35–28
64	March 9	New Orleans	W 89–79 (OT)	Joe Johnson (30)	Josh Smith (13)	Mike Bibby , Josh Smith , Acie Law (3)	Philips Arena 14,204	36–28
65	March 11	Utah	W 100–93 (OT)	Joe Johnson (31)	Al Horford , Josh Smith (12)	Joe Johnson (9)	Philips Arena 13,112	37–28
66	March 13	Indiana	W 101–87 (OT)	Joe Johnson (30)	Al Horford (15)	Joe Johnson , Mike Bibby (6)	Philips Arena 14,079	38–28
67	March 15	Portland	W 98–80 (OT)	Joe Johnson (35)	Josh Smith (8)	Joe Johnson (6)	Philips Arena 14,413	39–28
68	March 17	Sacramento	W 119–97 (OT)	Al Horford (23)	Al Horford (12)	Mike Bibby (7)	Philips Arena 14,226	40–28
69	March 19	Dallas	W 95–87 (OT)	Joe Johnson (24)	Josh Smith (9)	Mike Bibby (7)	Philips Arena 17,499	41–28
70	March 21	@ Cleveland	L 96–102 (OT)	Joe Johnson (24)	Al Horford (11)	Al Horford (6)	Quicken Loans Arena 20,562	41–29
71	March 23	Minnesota	W 109–97 (OT)	Ronald Murray (30)	Al Horford (13)	Mike Bibby (9)	Philips Arena 13,425	42–29
72	March 25	San Antonio	L 92–102 (OT)	Joe Johnson (30)	Al Horford (13)	Josh Smith (5)	Philips Arena 18,529	42–30
73	March 27	Boston	L 93–99 (OT)	Joe Johnson , Josh Smith (22)	Al Horford (14)	Joe Johnson , Josh Smith (4)	Philips Arena 20,054	42–31
74	March 29	L.A. Lakers	W 86–76 (OT)	Mike Bibby (21)	Zaza Pachulia (13)	Joe Johnson (8)	Philips Arena 20,148	43–31
