Cons.	Democratic Coalition	Alliance	Together We Can Do More	Independent Regional Force	Independents
2nd	(R) Carmen Frei ( PDC )	(R) Carlos Cantero ( RN )	Salvador Barrientos ( PC )	Luis Thompson (Ind.)	none
2nd	José Antonio Gómez ( PRSD )	Cristián Leay ( UDI )	José Gabriel Feres ( PH )	Humberto Zuleta (Ind.)	none
4th	(R) Jorge Pizarro ( PDC )	Arturo Longton ( RN )	Luis Aguilera ( PC )	none	none
4th	Jorge Arrate ( PS )	(R) Evelyn Matthei ( UDI )	Joaquín Arduengo ( PH )	none	none
7th	(R) Andrés Zaldívar ( PDC )	Roberto Fantuzzi (Ind.)	Gonzalo Rovira (Ind.)	none	none
7th	Guido Girardi ( PPD )	(R) Jovino Novoa ( UDI )	Eduardo Artés (Ind.)	none	none
8th	Soledad Alvear ( PDC )	Lily Pérez ( RN )	Manuel Riesco ( PC )	none	none
8th	Gonzalo Martner ( PS )	Pablo Longueira ( UDI )	Efrén Osorio ( PH )	none	none
9th	Aníbal Pérez ( PPD )	Ramón Achurra (Ind.)	Carmen Moncada (Ind.)	none	none
9th	Juan Pablo Letelier ( PS )	(R) Andrés Chadwick ( UDI )	Marilén Cabrera ( PH )	none	none
12th	(R) Hosain Sabag ( PDC )	Alberto Gyhra (Ind.)	Hugo Corvalán (Ind.)	none	none
12th	Alejandro Navarro ( PS )	Carlos Bombal ( UDI )	Wilfredo Alfsen ( PH )	none	none
13th	(R) Mariano Ruiz-Esquide ( PDC )	(R) Mario Ríos ( RN )	Marta Morales ( PC )	none	none
13th	Eleodoro Torres (Ind.)	Víctor Pérez ( UDI )	Gloria Mujica ( PH )	none	none
16th	Eduardo Frei ( PDC )	Andrés Allamand ( RN )	Guillermo Tripailaf ( PC )	Raúl Silva ( ANI )	none
16th	Marcos Saldías ( PRSD )	Andrés Allamand ( RN )	Hugo Gerter (Ind.)	Carlos Boero ( ANI )	none
17th	(R) Sergio Páez ( PDC )	Carlos Kuschel ( RN )	Irma Alvarado ( PC )	José Luis Cáceres (Ind.)	none
17th	Camilo Escalona ( PS )	Joaquín Brahm ( UDI )	Tomás Bize (Ind.)	Mario Osses (Ind.)	none
19th	Zarko Luksic ( PDC )	Eduardo Catalán (Ind.)	José Foppiano (Ind.)	none	Carlos Bianchi
