Date	Opponent	Score	Loss	Attendance	Record
August 1	Dodgers	10 - 4	Bray (2-2)	25,127	55-51
August 2	Dodgers	5 - 3	Ramírez (4-7)	22,110	55-52
August 3	Dodgers	3 - 0	Milton (7-7)	26,053	55-53
August 4	Braves	5 - 4	James (4-3)	33,661	56-53
August 5	Braves	8 - 6	Yates (1-2)	33,170	57-53
August 6	Braves	6 - 4	Majewski (3-1)	29,660	57-54
August 7	Cardinals	13 - 1	Ramírez (4-8)	34,262	57-55
August 8	Cardinals	10 - 3	Marquis (12-10)	40,094	58-55
August 9	Cardinals	8 - 7	Isringhausen (3-5)	41,649	59-55
August 10	Cardinals	6 - 1	Arroyo (9-8)	39,591	59-56
August 11	@ Phillies	6 - 5	Ramírez (4-9)	41,461	59-57
August 12	@ Phillies	9 - 7	Gordon (3-0)	39,553	60-57
August 13	@ Phillies	7 - 5	Madson (10-8)	37,677	61-57
August 15	@ Cardinals	5 - 0	Harang (12-8)	42,761	61-58
August 16	@ Cardinals	7 - 2	Reyes (4-6)	42,752	62-58
August 17	@ Cardinals	2 - 1	Franklin (2-6)	40,346	62-59
August 18	Pirates	7 - 3	Michalak (1-1)	31,718	62-60
August 19	Pirates	14 - 7	Torres (3-6)	34,245	63-60
August 20	Pirates	5 - 1	Santos (5-8)	29,935	64-60
August 21	Astros	4 - 3	Qualls (4-3)	24,110	65-60
August 22	Astros	14 - 0	Hirsh (1-2)	22,556	66-60
August 23	Astros	7 - 3	Coffey (6-5)	24,873	66-61
August 24	@ Giants	6 - 3	Chulk (0-2)	38,754	67-61
August 25	@ Giants	4 - 1	Harang (13-9)	37,801	67-62
August 26	@ Giants	4 - 1	Arroyo (10-9)	41,362	67-63
August 27	@ Giants	8 - 0	Lohse (1-1)	39,097	67-64
August 28	@ Dodgers	6 - 5	Michalak (1-2)	44,176	67-65
August 29	@ Dodgers	6 - 5	Franklin (5-7)	44,697	67-66
August 30	@ Dodgers	7 - 3	Harang (13-10)	47,356	67-67
