Country	Film title used in nomination	Language	Original name	Director
Brazil	Pra Quem Fica, Tchau	Portuguese	Pra Quem Fica, Tchau	Reginaldo Faria
Bulgaria	Porcupines Are Born Without Bristles	Bulgarian	Таралежите се раждат без бодли	Dimitar Petrov
Canada	Mon oncle Antoine	French	Mon oncle Antoine	Claude Jutra
Denmark	The Missing Clerk	Danish	Forsvundne fuldmægtig	Gert Fredholm
Egypt	A Woman and a Man	Arabic	امرأة و رجل	Houssam Eddine Mostafa
France	Ramparts of Clay	French	Remparts d'argile	Jean-Louis Bertucelli
West Germany	The Castle	German	Das Schloß	Rudolf Noelte
Hungary	Love	Hungarian	Szerelem	Károly Makk
India	Reshma Aur Shera	Hindi	रेशमा और शेरा	Sunil Dutt
Israel	The Policeman	Hebrew	Ha-Shoter Azulai	Ephraim Kishon
Italy	The Garden of the Finzi-Continis	Italian	Il Giardino dei Finzi-Contini	Vittorio De Sica
Japan	Dodes'ka-den	Japanese	どですかでん	Akira Kurosawa
Mexico	El Topo	Spanish	El Topo	Alejandro Jodorowsky
Netherlands	Mira	Dutch	Mira	Fons Rademakers
Poland	Family Life	Polish	Życie rodzinne	Krzysztof Zanussi
Romania	The Last Crusade	Romanian	Mihai Viteazul	Sergiu Nicolaescu
Spain	Marta	Spanish	...dopo di che, uccide il maschio e lo divora	José Antonio Nieves Conde
Sweden	The Emigrants	Swedish	Utvandrarna	Jan Troell
Soviet Union	Tchaikovsky	Russian	Чайкoвский	Igor Talankin
Yugoslavia	Black Seed	Macedonian	Црно семе	Kiril Cenevski
