Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 2	@ Sacramento	W 99–94 (OT)	Kyle Korver (15)	Paul Millsap , Mehmet Okur (11)	Deron Williams (7)	ARCO Arena 10,798	12–7
20	December 3	Miami	L 89–93 (OT)	Paul Millsap (20)	Paul Millsap (13)	Deron Williams (5)	EnergySolutions Arena 19,911	12–8
21	December 5	Toronto	W 114–87 (OT)	Mehmet Okur (21)	Paul Millsap (11)	Paul Millsap (7)	EnergySolutions Arena 19,911	13–8
22	December 6	@ Phoenix	L 104–106 (OT)	C. J. Miles , Paul Millsap (20)	Mehmet Okur (13)	Deron Williams (15)	US Airways Center 18,422	13–9
23	December 9	@ Minnesota	W 99–96 (OT)	Ronnie Brewer (25)	Mehmet Okur (13)	Deron Williams (11)	Target Center 10,745	14–9
24	December 11	Portland	W 97–88 (OT)	Mehmet Okur (27)	Paul Millsap (12)	Deron Williams (11)	EnergySolutions Arena 19,911	15–9
25	December 13	Orlando	L 94–103 (OT)	Andrei Kirilenko , Deron Williams (17)	Paul Millsap (14)	Deron Williams (11)	EnergySolutions Arena 19,911	15–10
26	December 15	@ Boston	L 91–100 (OT)	Paul Millsap (32)	Paul Millsap (10)	Deron Williams (7)	TD Banknorth Garden 18,624	15–11
27	December 17	@ New Jersey	W 103–92 (OT)	Mehmet Okur (23)	Paul Millsap (12)	Deron Williams (11)	Izod Center 12,542	16–11
28	December 19	@ Detroit	W 120–114 (2OT)	Deron Williams (29)	Paul Millsap (13)	Deron Williams (8)	The Palace of Auburn Hills 22,076	17–11
29	December 20	@ Chicago	L 98–106 (OT)	Mehmet Okur (23)	Mehmet Okur (13)	Deron Williams (6)	United Center 22,046	17–12
30	December 23	@ Milwaukee	L 86–94 (OT)	Andrei Kirilenko (22)	Andrei Kirilenko (11)	Deron Williams (8)	Bradley Center 14,888	17–13
31	December 26	Dallas	W 97–88 (OT)	Ronnie Brewer (21)	Andrei Kirilenko (14)	Deron Williams (13)	EnergySolutions Arena 19,911	18–13
32	December 27	@ Houston	L 115–120 (2OT)	Ronnie Brewer (23)	Kyrylo Fesenko (11)	Deron Williams (11)	Toyota Center 18,245	18–14
33	December 29	Philadelphia	W 112–95 (OT)	Deron Williams (27)	Andrei Kirilenko (13)	Deron Williams (6)	EnergySolutions Arena 19,911	19–14
