Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	Detroit	L 88–91 (OT)	Doug Christie (23)	Doug Christie (8)	Damon Stoudamire (16)	SkyDome 17,292	4-27
32	January 3	@ Indiana	L 77–89 (OT)	John Wallace (18)	Oliver Miller (12)	Damon Stoudamire (6)	Market Square Arena 16,259	4-28
33	January 5	Houston	L 96–120 (OT)	Oliver Miller (22)	Doug Christie , Žan Tabak (7)	Damon Stoudamire (12)	SkyDome 16,375	4-29
34	January 7	Orlando	L 81–83 (OT)	Damon Stoudamire (26)	Doug Christie (12)	Damon Stoudamire (7)	SkyDome 15,168	4-30
35	January 10	@ Cleveland	W 102–93 (OT)	Damon Stoudamire (34)	Oliver Miller (11)	Damon Stoudamire (7)	Gund Arena 17,864	5-30
36	January 12	New Jersey	L 100–108 (OT)	Damon Stoudamire (19)	Marcus Camby (13)	Damon Stoudamire (6)	SkyDome 14,376	5-31
37	January 14	L.A. Clippers	W 109–101 (OT)	Damon Stoudamire (36)	Marcus Camby , Oliver Miller (6)	Damon Stoudamire (11)	SkyDome 15,073	6-31
38	January 17	New York	L 82–93 (OT)	Marcus Camby (22)	Carlos Rogers (11)	Damon Stoudamire (10)	SkyDome 18,898	6-32
39	January 19	@ Charlotte	L 88–109 (OT)	Žan Tabak (23)	Žan Tabak (7)	Damon Stoudamire (12)	Charlotte Coliseum 21,934	6-33
40	January 21	Sacramento	W 99–98 (OT)	Damon Stoudamire (36)	Marcus Camby (18)	Damon Stoudamire (11)	SkyDome 14,212	7-33
41	January 24	Minnesota	W 113–107 (OT)	Doug Christie (31)	Marcus Camby , Oliver Miller (12)	Damon Stoudamire (10)	SkyDome 15,778	8-33
42	January 26	Philadelphia	W 91–87 (OT)	Doug Christie (26)	Marcus Camby (10)	Damon Stoudamire (8)	SkyDome 14,458	9-33
43	January 29	@ Denver	W 84–80 (OT)	Damon Stoudamire (22)	Oliver Miller (8)	Damon Stoudamire (5)	McNichols Sports Arena 9,629	10-33
44	January 30	@ Sacramento	L 97–123 (OT)	John Wallace (18)	Marcus Camby , Carlos Rogers (6)	Doug Christie , John Wallace (3)	ARCO Arena 14,170	10-34
