Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 2	@ Indiana	W 98–97 (OT)	Chris Bosh (25)	Chris Bosh (15)	Milt Palacio (7)	Conseco Fieldhouse 14,783	19–27
47	February 4	Washington	W 103–100 (OT)	Jalen Rose (26)	Chris Bosh (11)	Rafer Alston (8)	Air Canada Centre 15,546	20–27
48	February 6	Dallas	L 113–122 (OT)	Chris Bosh (29)	Chris Bosh (8)	Rafer Alston (8)	Air Canada Centre 17,896	20–28
49	February 8	@ Cleveland	L 91–104 (OT)	Jalen Rose (21)	Loren Woods (9)	Milt Palacio (9)	Gund Arena 17,036	20–29
50	February 9	Milwaukee	L 107–110 (OT)	Jalen Rose (26)	Chris Bosh (9)	Rafer Alston (12)	Air Canada Centre 14,269	20–30
51	February 11	Philadelphia	L 91–106 (OT)	Jalen Rose (23)	Jalen Rose (10)	Chris Bosh , Morris Peterson , Jalen Rose (5)	Air Canada Centre 19,800	20–31
52	February 13	L.A. Clippers	W 109–106 (OT)	Chris Bosh (26)	Chris Bosh (10)	Rafer Alston (8)	Air Canada Centre 15,721	21–31
53	February 16	Chicago	L 115–121 (OT)	Chris Bosh (28)	Chris Bosh , Jalen Rose (7)	Rafer Alston (8)	Air Canada Centre 15,881	21–32
54	February 22	@ New Jersey	W 100–82 (OT)	Jalen Rose (30)	Chris Bosh (12)	Rafer Alston (6)	Continental Airlines Arena 14,080	22–32
55	February 25	@ Milwaukee	W 106–102 (OT)	Chris Bosh (27)	Chris Bosh , Donyell Marshall (8)	Rafer Alston (7)	Bradley Center 15,883	23–32
