Conference	Regular Season Winner	Conference Player of the Year	Conference Tournament	Tournament Venue (City)	Tournament Winner
Atlantic 10 Conference	St. Joseph's	David West , Xavier	2001 Atlantic 10 Men's Basketball Tournament	The Spectrum ( Philadelphia, Pennsylvania )	Temple
Big 12 Conference	Iowa State	Jamaal Tinsley , Iowa State	2001 Big 12 Men's Basketball Tournament	Kemper Arena ( Kansas City, Missouri )	Oklahoma
Big Sky Conference	Cal State Northridge	Brian Heinle , Cal State Northridge	2001 Big Sky Men's Basketball Tournament	Matadome ( Northridge, California )	Cal State Northridge
Colonial Athletic Association	Richmond	George Evans , George Mason	2001 CAA Men's Basketball Tournament	Richmond Coliseum ( Richmond, Virginia )	George Mason
Conference USA	Cincinnati (American) Southern Miss (National)	Steve Logan , Cincinnati	2001 Conference USA Men's Basketball Tournament	Freedom Hall ( Louisville, Kentucky )	Charlotte
Ivy League	Princeton	Craig Austin , Columbia	No Tournament	No Tournament	No Tournament
Metro Atlantic Athletic Conference	Iona , Siena & Niagara	Demond Stewart , Niagara	2001 MAAC Men's Basketball Tournament	HSBC Arena ( Buffalo, New York )	Iona
Mid-American Conference	Kent State (East) Central Michigan (West)	David Webber , Central Michigan	2001 MAC Men's Basketball Tournament	Gund Arena ( Cleveland, Ohio )	Kent State
Mountain West Conference	BYU , Wyoming & Utah	Mekeli Wesley , BYU	2001 MWC Men's Basketball Tournament	Thomas & Mack Center ( Las Vegas , Nevada )	BYU
Pacific-10 Conference	Stanford	Sean Lampley , California	No Tournament	No Tournament	No Tournament
Patriot League	Holy Cross	Tim Szatko , Holy Cross	2001 Patriot League Men's Basketball Tournament	Campus Sites	Holy Cross
Sun Belt Conference	Western Kentucky (East) South Alabama (West)	Chris Marcus , Western Kentucky	2001 Sun Belt Men's Basketball Tournament	Mitchell Center ( Mobile, Alabama )	Western Kentucky
Trans America Athletic Conference	Georgia State	Shernard Long , Georgia State	2001 TAAC Men's Basketball Tournament	GSU Sports Arena ( Atlanta, Georgia )	Georgia State
