Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Twins	10 - 9	Hawkins (7-10)	17,128	55-56
August 2	@ Twins	6 - 4	Radke (10-9)	40,096	56-56
August 4	@ Rangers	11 - 9	Carpenter (6-6)	45,213	56-57
August 5	@ Rangers	4 - 3	Myers (3-4)	27,766	56-58
August 7	Athletics	7 - 6	Williams (9-7)	31,286	56-59
August 8	Athletics	6 - 5 (10)	Fetters (1-6)	31,330	57-59
August 9	Athletics	4 - 3	Mohler (3-3)	30,114	58-59
August 11	Mariners	7 - 4	Fassero (10-8)	33,137	59-59
August 12	Mariners	11 - 5	Ayala (1-8)	39,139	60-59
August 13	Angels	4 - 3	Hasegawa (6-3)	26,481	61-59
August 14	Angels	7 - 5	Hentgen (10-9)	27,276	61-60
August 15	Angels	6 - 3 (11)	Sinclair (0-1)	30,379	61-61
August 16	Angels	6 - 4	Juden (0-1)	29,259	62-61
August 17	@ Athletics	4 - 2	Candiotti (8-14)	9,761	63-61
August 18	@ Athletics	10 - 5	Williams (9-8)	9,086	63-62
August 19	@ Mariners	16 - 2	Cloude (7-9)	26,258	64-62
August 20	@ Mariners	7 - 0	Swift (10-7)	26,642	65-62
August 21	@ Angels	9 - 4	Juden (0-2)	36,052	66-62
August 22	@ Angels	5 - 1	Escobar (2-2)	42,882	66-63
August 23	@ Angels	3 - 2	Almanzar (1-1)	34,142	66-64
August 24	Royals	7 - 3	Hentgen (11-10)	26,306	66-65
August 25	Royals	3 - 0	Haney (5-6)	26,173	67-65
August 26	Royals	7 - 2	Carpenter (9-7)	25,557	67-66
August 27	Royals	11 - 1	Rosado (7-10)	25,524	68-66
August 28	Twins	7 - 6	Trombley (4-4)	26,268	69-66
August 29	Twins	14 - 7	Radke (10-13)	30,101	70-66
August 30	Twins	6 - 0	Rodriguez (4-3)	29,202	71-66
