Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Angels	2-3	Blanton (11-9)	44,111	55-51
August 2	@ Angels	3-2	Shields (6-7)	44,149	57-51
August 4	@ Mariners	5-2	Washburn (5-11)	44,277	58-51
August 5	@ Mariners	5-2	Piñeiro (7-9)	40,115	59-51
August 6	@ Mariners	7-6	Meche (9-6)	37,437	60-51
August 7	Rangers	7-4	Volquez (0-1)	21,208	61-51
August 8	Rangers	7-6	Millwood (10-8)	21,650	62-51
August 9	Rangers	0-14	Zito (12-8)	30,127	62-52
August 11	Devil Rays	5-2	Kazmir (10-8)	20,758	63-52
August 12	Devil Rays	6-3	Fossum (6-5)	26,523	64-52
August 13	Devil Rays	3-1	Corcoran (4-4)	28,692	65-52
August 14	Mariners	5-4	Soriano (1-2)	21,859	66-52
August 15	Mariners	11-2	Piñeiro (7-11)	23,726	67-52
August 16	Mariners	4-0	Meche (9-8)	34,077	68-52
August 18	@ Royals	1-7	Blanton (13-10)	n/a	68-53
August 18	@ Royals	3-5	Street (4-4)	23,952	68-54
August 19	@ Royals	7-2	Redman (7-8)	30,810	69-54
August 20	@ Royals	6-4	Hernández (3-8)	16,592	70-54
August 21	@ Blue Jays	12-10	League (0-1)	28,280	71-54
August 22	@ Blue Jays	3-4	Halsey (3-4)	30,071	71-55
August 23	@ Blue Jays	6-0	Chacín (6-3)	32,516	72-55
August 25	@ Rangers	9-3	Volquez (1-3)	31,178	73-55
August 26	@ Rangers	5-3	Eaton (3-4)	37,752	74-55
August 27	@ Rangers	0-3	Haren (12-10)	25,708	74-56
August 28	Red Sox	9-0	Gabbard (0-3)	30,159	75-56
August 29	Red Sox	2-1	Beckett (14-9)	30,517	76-56
August 30	Red Sox	7-2	Schilling (14-7)	31,073	77-56
