Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 2	Cleveland	L 100–107 (OT)	Dwyane Wade (41)	Udonis Haslem (9)	Dwyane Wade (9)	American Airlines Arena 19,600	31–28
60	March 4	Phoenix	W 135–129 (OT)	Dwyane Wade (35)	Michael Beasley (9)	Dwyane Wade (16)	American Airlines Arena 19,600	32–28
61	March 6	@ Toronto	W 108–102 (OT)	Dwyane Wade (42)	Jermaine O'Neal (8)	Dwyane Wade (8)	Air Canada Centre 19,800	33–28
62	March 7	@ Cleveland	L 89–99 (OT)	Dwyane Wade (25)	Dwyane Wade (8)	Dwyane Wade (12)	Quicken Loans Arena 20,562	33–29
63	March 9	Chicago	W 130–127 (2OT)	Dwyane Wade (48)	Udonis Haslem (8)	Dwyane Wade (12)	American Airlines Arena 19,600	34–29
64	March 11	Boston	W 107–99 (OT)	Dwyane Wade (32)	Jamario Moon (8)	Dwyane Wade , Mario Chalmers (7)	American Airlines Arena 19,600	35–29
65	March 14	Utah	W 140–129 (3OT)	Dwyane Wade (50)	Udonis Haslem (12)	Dwyane Wade (9)	American Airlines Arena 19,600	36–29
66	March 15	@ Philadelphia	L 77–85 (OT)	Jermaine O'Neal (20)	Udonis Haslem (11)	Jamario Moon (6)	Wachovia Center 20,100	36–30
67	March 18	@ Boston	L 108–112 (OT)	Michael Beasley (21)	Michael Beasley (7)	Mario Chalmers (9)	TD Banknorth Garden 18,624	36–31
68	March 20	@ New Jersey	L 88–96 (OT)	Dwyane Wade (27)	Dwyane Wade , Udonis Haslem (8)	Dwyane Wade (6)	Izod Center 18,108	36–32
69	March 22	@ Detroit	W 101–96 (OT)	Dwyane Wade (39)	Jamario Moon , Udonis Haslem (6)	Mario Chalmers (7)	The Palace of Auburn Hills 22,076	37–32
70	March 23	Memphis	W 94–82 (OT)	Dwyane Wade (27)	Jamaal Magloire (12)	Dwyane Wade (8)	American Airlines Arena 18,654	38–32
71	March 25	@ Indiana	L 88–90 (OT)	Dwyane Wade (21)	Udonis Haslem (14)	Dwyane Wade (8)	Conseco Fieldhouse 17,117	38–33
72	March 26	@ Chicago	L 87–106 (OT)	Dwyane Wade (31)	Udonis Haslem (6)	Luther Head , Mario Chalmers (5)	United Center 21,908	38–34
73	March 28	Milwaukee	W 102–85 (OT)	Dwyane Wade (27)	Udonis Haslem (12)	Dwyane Wade (7)	American Airlines Arena 18,108	39–34
