Date	Opponent	Score	Loss	Attendance	Record
April 1	White Sox	6 - 5 (10)	Plesac (0-1)	40,299	0-1
April 2	White Sox	6 - 1	Álvarez (0-1)	31,310	1-1
April 4	Brewers	6 - 2	Karl (0-1)	26,331	2-1
April 5	Brewers	5 - 2	Williams (0-1)	31,226	2-2
April 6	Brewers	4 - 2	Hentgen (0-1)	29,106	2-3
April 8	@ White Sox	Postponed (cold weather) Rescheduled for August 19	Postponed (cold weather) Rescheduled for August 19	Postponed (cold weather) Rescheduled for August 19	Postponed (cold weather) Rescheduled for August 19
April 9	@ White Sox	5 - 0	Álvarez (0-2)	746	3-3
April 10	@ White Sox	4 - 0	Baldwin (0-1)	14,180	4-3
April 11	@ Brewers	Postponed (snow) Rescheduled for July 28	Postponed (snow) Rescheduled for July 28	Postponed (snow) Rescheduled for July 28	Postponed (snow) Rescheduled for July 28
April 12	@ Brewers	Postponed (snow) Rescheduled for July 29	Postponed (snow) Rescheduled for July 29	Postponed (snow) Rescheduled for July 29	Postponed (snow) Rescheduled for July 29
April 13	@ Brewers	3 - 2	Crabtree (0-1)	19,143	4-4
April 14	Royals	3 - 2	Quantrill (0-1)	25,642	4-5
April 15	Royals	7 - 5	Guzmán (2-1)	25,582	4-6
April 16	Athletics	4 - 3	Taylor (0-1)	26,139	5-6
April 17	Athletics	5 - 4	Groom (0-1)	25,625	6-6
April 18	@ Rangers	6 - 5	Pavlik (1-2)	30,452	7-6
April 19	@ Rangers	6 - 0	Hill (1-2)	44,206	8-6
April 20	@ Rangers	10 - 5	Guzmán (2-2)	34,333	8-7
April 21	@ Angels	5 - 4 (13)	Spoljaric (0-1)	13,413	8-8
April 22	@ Angels	7 - 6	James (1-2)	13,353	9-8
April 23	@ Angels	5 - 4 (10)	Spoljaric (0-2)	13,117	9-9
April 25	Mariners	13 - 8	Plesac (0-2)	31,215	9-10
April 26	Mariners	4 - 3	Lowe (0-1)	31,420	10-10
April 27	Mariners	2 - 1	Person (0-1)	32,160	10-11
April 29	@ Royals	6 - 5 (10)	Quantrill (3-2)	12,533	10-12
April 30	@ Royals	1 - 0	Appier (3-1)	13,004	11-12
