Date	Opponent	Score	Loss	Attendance	Record
July 1	Athletics	4 - 3	Burns (2-2)	49,857	42-36
July 2	Athletics	3 - 2	Key (4-4)	49,855	42-37
July 3	Angels	5 - 2	Blyleven (7-5)	49,836	43-37
July 4	Angels	4 - 2	Abbott (5-7)	49,831	44-37
July 5	Angels	9 - 2	McCaskill (6-5)	49,838	45-37
July 6	Mariners	1 - 0	Holman (8-7)	49,872	46-37
July 7	Mariners	4 - 2	Swan (1-2)	48,899	47-37
July 8	Mariners	6 - 3	Stottlemyre (9-8)	49,816	47-38
July 12	@ Angels	5 - 0	McCaskill (6-6)	27,365	48-38
July 13	@ Angels	2 - 0	Stottlemyre (9-9)	35,001	48-39
July 14	@ Angels	8 - 7	Ward (1-4)	34,446	48-40
July 15	@ Angels	3 - 2	Henke (0-2)	31,609	48-41
July 16	@ Mariners	4 - 3	Hanson (10-7)	24,833	49-41
July 17	@ Mariners	7 - 5	Ward (1-5)	14,259	49-42
July 18	@ Mariners	5 - 2	Stottlemyre (9-10)	15,868	49-43
July 20	@ Athletics	8 - 6	Young (5-4)	40,171	50-43
July 21	@ Athletics	2 - 1	Sanderson (11-6)	43,097	51-43
July 22	@ Athletics	3 - 0	Key (6-5)	43,821	51-44
July 24	Royals	5 - 3 (13)	Ward (1-6)	49,884	51-45
July 25	Royals	6 - 1	Stottlemyre (9-11)	49,855	51-46
July 26	Royals	7 - 5	Appier (5-4)	49,862	52-46
July 27	Rangers	1 - 0	Hough (7-7)	49,882	53-46
July 28	Rangers	3 - 2 (13)	Wills (5-3)	49,850	53-47
July 29	Rangers	10 - 8	McMurtry (0-1)	49,853	54-47
July 30	@ Orioles	9 - 2	Milacki (4-8)	43,638	55-47
July 31	@ Orioles	6 - 4	Cerutti (7-7)	37,771	55-48
