Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
58	March 1	@ Portland	L 84–102 (OT)	Tony Parker (15)	Fabricio Oberto (6)	George Hill , Tony Parker (4)	Rose Garden 20,627	39–19
59	March 2	@ L.A. Clippers	W 106–78 (OT)	Tony Parker (26)	Tim Duncan (12)	Tony Parker (10)	Staples Center 17,649	40–19
60	March 4	@ Dallas	L 102–107 (OT)	Tony Parker (37)	Tim Duncan (12)	Tim Duncan (5)	American Airlines Center 20,316	40–20
61	March 6	Washington	W 100–78 (OT)	Tony Parker (19)	Kurt Thomas (7)	Tony Parker (7)	AT&T Center 18,440	41–20
62	March 8	Phoenix	W 103–98 (OT)	Tony Parker (30)	Tim Duncan (15)	Tony Parker (9)	AT&T Center 18,797	42–20
63	March 10	Charlotte	W 100–86 (OT)	Roger Mason , Tony Parker (21)	Tim Duncan (11)	Tony Parker (7)	AT&T Center 18,254	43–20
64	March 12	L.A. Lakers	L 95–102 (OT)	Michael Finley , Tony Parker (25)	Tim Duncan (11)	Tony Parker (9)	AT&T Center 18,797	43–21
65	March 14	@ Houston	W 88–85 (OT)	Tony Parker (28)	Tim Duncan (12)	Tony Parker (8)	Toyota Center 18,300	44–21
66	March 16	@ Oklahoma City	L 76–78 (OT)	Tony Parker (28)	Tim Duncan (12)	Tony Parker (7)	Ford Center 19,136	44–22
67	March 17	Minnesota	W 93–86 (OT)	Tony Parker (24)	Kurt Thomas (10)	Tony Parker , Kurt Thomas (6)	AT&T Center 18,797	45–22
68	March 20	Boston	L 77–80 (OT)	Tony Parker (25)	Tim Duncan (9)	Tony Parker (8)	AT&T Center 18,797	45–23
69	March 22	Houston	L 85–87 (OT)	Tim Duncan (23)	Kurt Thomas (9)	Tony Parker (12)	AT&T Center 18,797	45–24
70	March 24	Golden State	W 107–106 (OT)	Tony Parker (30)	Tim Duncan (10)	Tony Parker (10)	AT&T Center 18,797	46–24
71	March 25	@ Atlanta	W 102–92 (OT)	Tony Parker (42)	Kurt Thomas (8)	Tony Parker (10)	Philips Arena 18,529	47–24
72	March 27	L.A. Clippers	W 111–98 (OT)	Tony Parker (18)	Roger Mason (8)	Manu Ginóbili (7)	AT&T Center 18,797	48–24
73	March 29	@ New Orleans	L 86–90 (OT)	Tony Parker (20)	Tim Duncan (15)	Tony Parker (7)	New Orleans Arena 18,204	48–25
74	March 31	Oklahoma City	L 95–96 (OT)	Tim Duncan (21)	Tim Duncan (12)	Tim Duncan , Michael Finley , Tony Parker (4)	AT&T Center 18,797	48–26
