Name	Circuit	Date	Winning driver	Winning constructor	Report
Pau Grand Prix	Pau	10 April	René Dreyfus	Delahaye	Report
Campbell Trophy	Brooklands	18 April	Prince Bira	ERA	Report
Cork Grand Prix	Carrigrohane	23 April	René Dreyfus	Delahaye	Report
Tripoli Grand Prix	Mellaha	15 May	Hermann Lang	Mercedes-Benz	Report
Gávea Nacional Circuit	Gávea	29 May	Arthur Nascimento Jr	Alfa Romeo	Report
Grand Prix des Frontières	Chimay	5 June	Maurice Trintignant	Bugatti	Report
Rio de Janeiro Grand Prix	Gávea	12 June	Carlo Maria Pintacuda	Alfa Romeo	Report
Coppa Ciano	Montenero	7 August	Hermann Lang	Mercedes-Benz	Report
Coppa Acerbo	Pescara	15 August	Rudolf Caracciola	Mercedes-Benz	Report
Junior Car Club 200mile race	Brooklands	27 August	Johnny Wakefield	ERA	Report
Mountain Championship	Brooklands	15 October	Raymond Mays	ERA	Report
Donington Grand Prix	Donington Park	22 October	Tazio Nuvolari	Auto Union	Report
