Date	Opponent	Score	Loss	Attendance	Record
July 1	@ Orioles	3 - 1	López (7-4)	26,407	43-35
July 2	@ Orioles	4 - 0	Millwood (3-6)	38,059	43-36
July 3	@ Orioles	9 - 4	Ponson (7-6)	41,655	44-36
July 4	Tigers	9 - 3	Johnson (5-7)	26,869	45-36
July 4	Tigers	6 - 0	Verlander (0-1)	33,599	46-36
July 5	Tigers	3 - 2	Westbrook (6-10)	18,478	46-37
July 6	Tigers	7 - 3	Sabathia (6-5)	22,539	46-38
July 7	@ Yankees	7 - 2	Millwood (3-7)	52,201	46-39
July 8	@ Yankees	5 - 4	Lee (9-4)	52,938	46-40
July 9	@ Yankees	8 - 7	May (0-1)	54,366	47-40
July 10	@ Yankees	9 - 4	Westbrook (6-11)	54,256	47-41
All-Star Break	All-Star Break	All-Star Break	All-Star Break	All-Star Break	All-Star Break
July 14	White Sox	1 - 0	Millwood (3-8)	21,472	47-42
July 15	White Sox	7 - 1	Sabathia (6-6)	29,684	47-43
July 16	White Sox	7 - 5	Westbrook (6-12)	27,114	47-44
July 17	White Sox	4 - 0	Elarton (6-4)	24,548	47-45
July 18	Royals	6 - 2	Carrasco (4-4)	18,073	48-45
July 19	Royals	4 - 0	Millwood (3-9)	20,862	48-46
July 20	Royals	5 - 3	Sabathia (6-7)	21,860	48-47
July 21	Royals	10 - 1	Howell (1-4)	24,694	49-47
July 22	Mariners	4 - 3	Elarton (6-5)	27,208	49-48
July 23	Mariners	4 - 3	Meche (10-7)	28,498	50-48
July 24	Mariners	6 - 3	Sele (6-11)	22,863	51-48
July 25	@ Athletics	13 - 4	Sabathia (6-8)	19,242	51-49
July 26	@ Athletics	2 - 0	Blanton (5-9)	18,606	52-49
July 27	@ Athletics	5 - 4 (10)	Riske (2-3)	40,331	52-50
July 28	@ Mariners	6 - 5	Putz (4-4)	28,500	53-50
July 29	@ Mariners	10 - 5	Sele (6-12)	32,966	54-50
July 30	@ Mariners	3 - 2	Sabathia (6-9)	37,719	54-51
July 31	@ Mariners	9 - 7	Piñeiro (3-7)	33,652	55-51
