Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	@ Miami	W 107–97 (OT)	Stephen Jackson (35)	Stephen Jackson , Gerald Wallace (8)	Raymond Felton (6)	American Airlines Arena 17,856	13-18
32	January 3	@ Cleveland	W 91–88 (OT)	Stephen Jackson (22)	Gerald Wallace (12)	Raymond Felton , Boris Diaw (6)	Quicken Loans Arena 20,562	14-18
33	January 5	Chicago	W 113–108 (OT)	Gerald Wallace (32)	Gerald Wallace (9)	Raymond Felton , Boris Diaw (6)	Time Warner Cable Arena 13,749	15-18
34	January 7	@ New York	L 93–97 (OT)	Stephen Jackson (26)	Gerald Wallace (9)	Raymond Felton (9)	Madison Square Garden 19,763	15-19
35	January 9	Memphis	W 89–87 (OT)	Raymond Felton (19)	Boris Diaw (10)	Boris Diaw (6)	Time Warner Cable Arena 15,438	16-19
36	January 12	Houston	W 102–94 (OT)	Stephen Jackson (43)	Stephen Jackson , Gerald Wallace (8)	Boris Diaw (6)	Time Warner Cable Arena 11,463	17-19
37	January 15	San Antonio	W 92–76 (OT)	Boris Diaw (26)	Boris Diaw (11)	D.J. Augustin (7)	Time Warner Cable Arena 15,742	18-19
38	January 16	Phoenix	W 125–99 (OT)	Gerald Wallace , Stephen Jackson (29)	Gerald Wallace (13)	Stephen Jackson (8)	Time Warner Cable Arena 17,574	19-19
39	January 18	Sacramento	W 105–103 (OT)	Gerald Wallace (28)	Raymond Felton (9)	Raymond Felton (10)	Time Warner Cable Arena 13,678	20-19
40	January 20	Miami	W 104–65 (OT)	Stephen Jackson (24)	Gerald Wallace , Nazr Mohammed (10)	Raymond Felton (5)	Time Warner Cable Arena 14,212	21-19
42	January 23	Orlando	L 95–106 (OT)	D.J. Augustin (22)	Gerald Wallace , Boris Diaw (10)	Boris Diaw (5)	Time Warner Cable Arena 19,277	21-21
43	January 25	@ Denver	L 93–104 (OT)	Stephen Jackson (22)	Gerald Wallace (7)	Raymond Felton (9)	Pepsi Center 16,909	21-22
44	January 26	@ Phoenix	W 114–109 (OT)	Stephen Jackson (30)	Boris Diaw (11)	Stephen Jackson , Boris Diaw (5)	US Airways Center 15,722	22-22
45	January 29	@ Golden State	W 121–110 (OT)	Gerald Wallace , Stephen Jackson (30)	Gerald Wallace (13)	D.J. Augustin , Raymond Felton (6)	Oracle Arena 17,850	23-22
