Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
35	January 2	@ New Jersey Nets	W 94–86 (OT)	LeBron James (28)	Anderson Varejão (12)	LeBron James (7)	Izod Center 17,569	27-8
36	January 3	Charlotte Bobcats	L 88–91 (OT)	LeBron James (29)	LeBron James , Shaquille O'Neal (7)	LeBron James , Mo Williams (6)	Quicken Loans Arena 20,562	27-9
37	January 6	Washington Wizards	W 121–98 (OT)	LeBron James (23)	Anderson Varejão , Zydrunas Ilgauskas (8)	LeBron James (8)	Quicken Loans Arena 20,562	28-9
38	January 8	@ Denver Nuggets	L 97–99 (OT)	LeBron James (35)	Anderson Varejão (15)	LeBron James (7)	Pepsi Center 19,996	28-10
39	January 10	@ Portland Trail Blazers	W 106–94 (OT)	LeBron James (41)	Shaquille O'Neal (11)	LeBron James (8)	Rose Garden Arena 20,614	29-10
40	January 11	@ Golden State Warriors	W 117–114 (OT)	LeBron James (37)	Anderson Varejão , Zydrunas Ilgauskas (9)	LeBron James (11)	Oracle Arena 19,596	30-10
41	January 14	@ Utah Jazz	L 96–97 (OT)	LeBron James (36)	LeBron James , Anderson Varejão (9)	LeBron James (6)	EnergySolutions Arena 19,911	30-11
42	January 16	@ L.A. Clippers	W 102–101 (OT)	LeBron James (32)	Anderson Varejão (9)	Mo Williams (6)	Staples Center 19,277	31-11
43	January 19	Toronto Raptors	W 108–100 (OT)	LeBron James (28)	LeBron James (9)	LeBron James (11)	Quicken Loans Arena 20,562	32-11
44	January 21	L.A. Lakers	W 93–87 (OT)	LeBron James (37)	J.J. Hickson (14)	LeBron James (9)	Quicken Loans Arena 20,562	33-11
45	January 23	Oklahoma City Thunder	W 100–99 (OT)	LeBron James (37)	LeBron James , J.J. Hickson (9)	LeBron James (12)	Quicken Loans Arena 20,562	34-11
46	January 25	@ Miami Heat	W 92–91 (OT)	LeBron James (32)	Anderson Varejão (10)	LeBron James (4)	AmericanAirlines Arena 19,600	35-11
47	January 27	Minnesota Timberwolves	W 109–95 (OT)	J.J. Hickson (23)	Anderson Varejão (10)	LeBron James (11)	Quicken Loans Arena 20,562	36-11
48	January 29	@ Indiana Pacers	W 92–91 (OT)	LeBron James , Shaquille O'Neal (22)	LeBron James , Anderson Varejão (9)	LeBron James (13)	Conseco Fieldhouse 18,165	37-11
