Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	Memphis	W 127–116 (OT)	Kevin Martin (48)	Spencer Hawes (11)	Spencer Hawes (7)	ARCO Arena 17,317	1-3
5	November 4	Atlanta	L 103–115 (OT)	Kevin Martin (29)	Jason Thompson (12)	Jason Thompson (5)	ARCO Arena 11,751	1-4
6	November 7	@ Utah	W 104–99 (OT)	Tyreke Evans (32)	Jason Thompson (11)	Tyreke Evans (7)	EnergySolutions Arena 18,825	2-4
7	November 8	Golden State	W 120–107 (OT)	Tyreke Evans (23)	Jason Thompson , Omri Casspi (10)	Beno Udrih (6)	ARCO Arena 10,760	3-4
8	November 10	Oklahoma City	W 101–98 (OT)	Jason Thompson (21)	Jason Thompson (14)	Tyreke Evans (8)	ARCO Arena 10,523	4-4
9	November 13	Houston	W 109–100 (OT)	Jason Thompson (27)	Jason Thompson (11)	Tyreke Evans , Beno Udrih (4)	ARCO Arena 11,762	5-4
10	November 17	Chicago	L 87–101 (OT)	Donté Greene (24)	Jason Thompson (9)	Beno Udrih , Sergio Rodríguez (5)	ARCO Arena 12,364	5-5
11	November 20	@ Dallas	L 102–104 (OT)	Tyreke Evans (29)	Jason Thompson (8)	Tyreke Evans (10)	American Airlines Center 19,871	5-6
12	November 21	@ Houston	L 106–113 (OT)	Spencer Hawes (24)	Spencer Hawes , Andrés Nocioni (9)	Beno Udrih (8)	Toyota Center 16,202	5-7
13	November 23	@ Memphis	L 105–116 (OT)	Tyreke Evans (28)	Jason Thompson (10)	Sergio Rodríguez (10)	FedEx Forum 10,109	5-8
14	November 25	NY Knicks	W 111–97 (OT)	Donté Greene (24)	Tyreke Evans (11)	Tyreke Evans (7)	ARCO Arena 11,375	6-8
15	November 27	New Jersey	W 109–96 (OT)	Tyreke Evans , Beno Udrih (21)	Spencer Hawes (10)	Beno Udrih (5)	ARCO Arena 12,725	7-8
