Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	Washington	W 117–109 (OT)	Richard Hamilton (24)	Rasheed Wallace (12)	Chauncey Billups (8)	The Palace of Auburn Hills 22,076	2–0
3	November 3	@ Charlotte	W 101–83 (OT)	Richard Hamilton (19)	Kwame Brown (9)	Richard Hamilton (5)	Time Warner Cable Arena 11,023	3–0
4	November 5	@ Toronto	W 100–93 (OT)	Tayshaun Prince (27)	Rasheed Wallace (12)	Richard Hamilton , Rodney Stuckey (5)	Air Canada Centre 18,602	4–0
5	November 7	@ New Jersey	L 96–103 (OT)	Allen Iverson (24)	Tayshaun Prince (11)	Allen Iverson , Rodney Stuckey (6)	Izod Center 17,767	4–1
6	November 9	Boston	L 76–88 (OT)	Tayshaun Prince (23)	Rasheed Wallace (11)	Allen Iverson (4)	The Palace of Auburn Hills 22,076	4–2
7	November 11	@ Sacramento	W 100–92 (OT)	Allen Iverson (30)	Tayshaun Prince (11)	Allen Iverson (9)	ARCO Arena 11,423	5–2
8	November 13	@ Golden State	W 107–102 (OT)	Richard Hamilton (24)	Tayshaun Prince (16)	Allen Iverson (9)	Oracle Arena 18,477	6–2
9	November 14	@ L.A. Lakers	W 106–95 (OT)	Allen Iverson , Rasheed Wallace (25)	Rasheed Wallace (13)	Tayshaun Prince (6)	Staples Center 18,997	7–2
10	November 16	@ Phoenix	L 86–104 (OT)	Richard Hamilton (19)	Rasheed Wallace (9)	Allen Iverson (7)	US Airways Center 18,422	7–3
11	November 19	Cleveland	W 96–89 (OT)	Allen Iverson (23)	Rasheed Wallace (15)	Richard Hamilton (5)	The Palace of Auburn Hills 22,076	8–3
12	November 20	@ Boston	L 80–98 (OT)	Allen Iverson (16)	Kwame Brown , Tayshaun Prince (7)	Allen Iverson (4)	TD Banknorth Garden 18,624	8–4
13	November 23	Minnesota	L 80–106 (OT)	Tayshaun Prince (20)	Rasheed Wallace (10)	Will Bynum , Richard Hamilton (6)	The Palace of Auburn Hills 22,076	8–5
14	November 26	New York	W 110–96 (OT)	Richard Hamilton (17)	Amir Johnson (13)	Rodney Stuckey (11)	The Palace of Auburn Hills 22,076	9–5
15	November 28	Milwaukee	W 107–97 (OT)	Allen Iverson (17)	Jason Maxiell (8)	Allen Iverson (7)	The Palace of Auburn Hills 22,076	10–5
