Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 2	@ Toronto	W 93–79 (OT)	Paul Pierce (30)	Glen Davis (11)	Glen Davis , Rajon Rondo (8)	Air Canada Centre 19,986	25–7
33	January 3	Minnesota	W 96–93 (OT)	Paul Pierce (23)	Paul Pierce , Von Wafer (6)	Rajon Rondo (16)	TD Garden 18,624	26–7
34	January 5	San Antonio	W 105–103 (OT)	Ray Allen (31)	Rajon Rondo (10)	Rajon Rondo (22)	TD Garden 18,624	27–7
35	January 7	Toronto	W 122–102 (OT)	Paul Pierce (20)	Luke Harangody (11)	Rajon Rondo (7)	TD Garden 18,624	28–7
36	January 8	@ Chicago	L 79–90 (OT)	Paul Pierce (21)	Rajon Rondo (5)	Rajon Rondo (8)	United Center 22,663	28–8
37	January 10	Houston	L 102–108 (OT)	Ray Allen , Marquis Daniels (19)	Ray Allen , Marquis Daniels (7)	Rajon Rondo (12)	TD Garden 18,624	28–9
38	January 12	Sacramento	W 119–95 (OT)	Paul Pierce (25)	Semih Erden (9)	Rajon Rondo (13)	TD Garden 18,624	29–9
39	January 14	Charlotte	W 99–94 (OT)	Shaquille O'Neal (23)	Rajon Rondo (6)	Rajon Rondo (13)	TD Garden 18,624	30–9
40	January 17	Orlando	W 109–106 (OT)	Ray Allen (26)	Kevin Garnett (8)	Rajon Rondo (13)	TD Garden 18,624	31–9
41	January 19	Detroit	W 86–82 (OT)	Paul Pierce (22)	Shaquille O'Neal (12)	Rajon Rondo (8)	TD Garden 18,624	32–9
42	January 21	Utah	W 110–86 (OT)	Kevin Garnett (21)	Glen Davis , Semih Erden (7)	Rajon Rondo (12)	TD Garden 18,624	33–9
43	January 22	@ Washington	L 83–85 (OT)	Kevin Garnett (17)	Semih Erden (11)	Rajon Rondo (9)	Verizon Center 20,278	33–10
44	January 25	Cleveland	W 112–95 (OT)	Paul Pierce (24)	Semih Erden (8)	Rajon Rondo (10)	TD Garden 18,624	34–10
45	January 27	@ Portland	W 88–78 (OT)	Ray Allen (18)	Kevin Garnett , Kendrick Perkins (9)	Kevin Garnett (9)	Rose Garden 20,706	35–10
46	January 28	@ Phoenix	L 71–88 (OT)	Kevin Garnett (18)	Kevin Garnett (9)	Rajon Rondo (6)	US Airways Center 18,422	35–11
