Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 1	Toronto	W 111–108 (OT)	Tyreke Evans (23)	Samuel Dalembert (14)	Tyreke Evans (5)	ARCO Arena 17,317	3–1
5	November 3	L.A. Lakers	L 100–112 (OT)	Tyreke Evans (21)	Samuel Dalembert , Jason Thompson (10)	Beno Udrih (8)	ARCO Arena 16,113	3–2
6	November 6	Memphis	L 91–100 (OT)	Tyreke Evans (30)	Samuel Dalembert (12)	Tyreke Evans (5)	ARCO Arena 14,085	3–3
7	November 10	Minnesota	L 89–98 (OT)	Omri Casspi (17)	Samuel Dalembert (9)	Tyreke Evans , Beno Udrih (9)	ARCO Arena 12,433	3–4
8	November 12	@ Phoenix	L 89–103 (OT)	Carl Landry (20)	Carl Landry (11)	Tyreke Evans (9)	US Airways Center 18,029	3–5
9	November 14	Detroit	L 94–100 (OT)	Tyreke Evans (20)	DeMarcus Cousins , Carl Landry (8)	Beno Udrih (9)	ARCO Arena 12,377	3–6
10	November 17	New York	L 106–113 (OT)	Tyreke Evans (23)	DeMarcus Cousins (10)	Tyreke Evans (5)	ARCO Arena 12,817	3–7
11	November 19	New Jersey	W 86–81 (OT)	Tyreke Evans (20)	DeMarcus Cousins (10)	Tyreke Evans (4)	ARCO Arena 11,766	4–7
12	November 21	New Orleans	L 71–75 (OT)	Donté Greene (15)	Samuel Dalembert , Donté Greene (10)	Tyreke Evans (5)	ARCO Arena 12,003	4–8
13	November 22	@ Utah	L 83–94 (OT)	DeMarcus Cousins (18)	DeMarcus Cousins , Samuel Dalembert (9)	Tyreke Evans , Luther Head , Pooh Jeter (4)	EnergySolutions Arena 18,698	4–9
14	November 25	@ L.A. Clippers	L 82–100 (OT)	Carl Landry (18)	DeMarcus Cousins , Carl Landry (6)	Luther Head (7)	Staples Center 11,504	4–10
15	November 27	Chicago	L 85–96 (OT)	Jason Thompson (18)	Jason Thompson (9)	Tyreke Evans (9)	ARCO Arena 13,504	4–11
