Week	Date	Opponent	Result	Attendance
1	September 7, 1980	Detroit Lions	L 41-20	64,892
2	September 11, 1980	at Tampa Bay Buccaneers	L 10-9	66,576
3	September 21, 1980	Green Bay Packers	W 51-21	63,850
4	September 28, 1980	at New York Giants	W 28-7	73,414
5	October 5, 1980	San Francisco 49ers	W 48-26	62,188
6	October 12, 1980	at St. Louis Cardinals	W 21-13	50,230
7	October 19, 1980	at San Francisco 49ers	W 31-17	55,360
8	October 26, 1980	at Atlanta Falcons	L 13-10	57,401
9	November 2, 1980	New Orleans Saints	W 45-31	59,909
10	November 9, 1980	Miami Dolphins	L 35-14	62,198
11	November 16, 1980	at New England Patriots	W 17-14	60,609
12	November 24, 1980	at New Orleans Saints	W 27-7	53,448
13	November 30, 1980	New York Jets	W 38-13	59,743
14	December 7, 1980	at Buffalo Bills	L 10-7 (OT)	77,133
15	December 15, 1980	Dallas Cowboys	W 38-14	65,154
16	December 21, 1980	Atlanta Falcons	W 20-17 (OT)	62,469
