Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 3	Chicago	W 96–80 (OT)	Raymond Felton , Raja Bell (18)	Emeka Okafor (10)	Raymond Felton (9)	Time Warner Cable Arena 14,216	26–35
62	March 6	Atlanta	W 98–91 (OT)	Gerald Wallace (21)	Emeka Okafor (11)	Boris Diaw (13)	Time Warner Cable Arena 15,058	27–35
63	March 7	@ New York	W 114–105 (OT)	Gerald Wallace (23)	Gerald Wallace (13)	Raymond Felton (10)	Madison Square Garden 19,763	28–35
64	March 10	@ San Antonio	L 86–100 (OT)	Emeka Okafor , Raja Bell (16)	DeSagana Diop , Gerald Wallace (7)	Boris Diaw (8)	AT&T Center 18,254	28–36
65	March 13	Houston	L 86–91 (OT)	Gerald Wallace (17)	Gerald Wallace , Emeka Okafor (8)	Raymond Felton (8)	Time Warner Cable Arena 16,809	28–37
66	March 14	@ Minnesota	L 100–108 (OT)	Gerald Wallace (26)	Gerald Wallace (10)	Raymond Felton (5)	Target Center 15,276	28–38
67	March 16	Toronto	W 112–86 (OT)	Gerald Wallace (25)	Vladimir Radmanović , Gerald Wallace (9)	Raymond Felton (8)	Time Warner Cable Arena 11,349	29–38
68	March 18	Sacramento	W 104–88 (OT)	Gerald Wallace (25)	Gerald Wallace (12)	Raymond Felton (7)	Time Warner Cable Arena 13,594	30–38
69	March 20	@ Toronto	W 102–89 (OT)	Boris Diaw , Gerald Wallace (30)	Gerald Wallace (9)	Gerald Wallace (8)	Air Canada Centre 18,641	31–38
70	March 21	Indiana	L 83–108 (OT)	Boris Diaw (15)	Emeka Okafor (9)	Raymond Felton , Gerald Wallace (5)	Time Warner Cable Arena 15,721	31–39
71	March 25	@ Washington	L 93–95 (OT)	Gerald Wallace (21)	Gerald Wallace (11)	Raymond Felton (8)	Verizon Center 14,657	31–40
72	March 27	@ Philadelphia	W 100–95 (OT)	Boris Diaw (24)	Gerald Wallace (11)	Boris Diaw (6)	Wachovia Center 19,098	32–40
73	March 28	New York	W 96–85 (OT)	Gerald Wallace (23)	Emeka Okafor (14)	Gerald Wallace (8)	Time Warner Cable Arena 19,133	33–40
