Date	Opponent	Score	Loss	Attendance	Record
April 1	Cleveland Indians	7-9	Moyer (0-1)	24,523	0-2
April 3	Boston Red Sox	11-6	Lowe (0-1)	27,555	1-2
April 4	Boston Red Sox	12-6	Rose (0-1)	43,035	2-2
April 5	Boston Red Sox	5-10	Johnson (0-1)	35,143	2-3
April 6	New York Yankees	8-0	Pettitte (0-2)	27,445	3-3
April 7	New York Yankees	7-13	Bullinger (0-1)	28,424	3-4
April 8	New York Yankees	3-4	Ayala (0-1)	33,922	3-5
April 10	@ Boston Red Sox	7-9	Timlin (0-1)	32,805	3-6
April 11	@ Boston Red Sox	0-5	Moyer (1-2)	32,403	3-7
April 12	@ Boston Red Sox	7-8	Slocumb (0-1)	23,270	3-8
April 13	@ Cleveland Indians	5-6	Cloude (1-1)	42,793	3-9
April 14	@ Cleveland Indians	3-8	Slocumb (0-2)	40,490	3-10
April 15	@ Cleveland Indians	5-3	Assenmacher (1-1)	40,527	4-10
April 16	@ Minnesota Twins	3-2	Aguliera (0-2)	11,351	5-10
April 17	@ Minnesota Twins	11-6	Milton (2-1)	18,169	6-10
April 18	@ Minnesota Twins	5-3	Tewksbury (2-2)	23,943	7-10
April 19	@ Minnesota Twins	7-4	Hawkins (0-2)	15,124	8-10
April 20	Kansas City Royals	8-7	Rios (0-1)	38,345	9-10
April 21	Kansas City Royals	3-5	Fossas (0-2)	21,547	9-11
April 22	Kansas City Royals	11-5	Pichardo (0-2)	22,698	10-11
April 24	Minnesota Twins	4-2	Tewksbury (2-3)	28,157	11-11
April 25	Minnesota Twins	2-8	Timlin (1-2)	51,880	11-12
April 26	Minnesota Twins	0-2	Moyer (1-3)	31,732	11-13
April 28	@ Kansas City Royals	5-1	Service (1-1)	11,630	12-13
April 29	@ New York Yankees	5-8	Fassero (2-1)	27,949	12-14
April 30	@ New York Yankees	8-9	Ayala (0-2)	28,517	12-15
