Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 2	Washington	L 96–99 (OT)	Jalen Rose (20)	Chris Bosh (14)	Mike James (7)	Air Canada Centre 18,106	0–1
2	November 4	New Jersey	L 92–102 (OT)	José Calderón , Morris Peterson (20)	Morris Peterson (8)	José Calderón (7)	Air Canada Centre 18,586	0–2
3	November 5	@ Detroit	L 84–117 (OT)	Jalen Rose (25)	Chris Bosh , Jalen Rose (7)	José Calderón (10)	The Palace of Auburn Hills 22,076	0–3
4	November 7	Cleveland	L 93–105 (OT)	Chris Bosh (26)	Chris Bosh (12)	José Calderón (7)	Air Canada Centre 18,281	0–4
5	November 11	Utah	L 84–99 (OT)	Chris Bosh (19)	Chris Bosh (10)	José Calderón , Mike James (4)	Air Canada Centre 15,617	0–5
6	November 13	Seattle	L 121–126 (OT)	Mike James (36)	Charlie Villanueva (12)	José Calderón (12)	Air Canada Centre 15,033	0–6
7	November 15	@ Philadelphia	L 92–104 (OT)	Charlie Villanueva (27)	Chris Bosh (17)	Jalen Rose (5)	Wachovia Center 12,211	0–7
8	November 16	Philadelphia	L 115–121 (OT)	Mike James (38)	Chris Bosh (10)	Mike James (9)	Air Canada Centre 16,490	0–8
9	November 18	@ Boston	L 93–100 (OT)	Chris Bosh (24)	Chris Bosh (14)	Mike James (7)	TD Banknorth Garden 17,002	0–9
10	November 20	Miami	W 107–94 (OT)	Chris Bosh (27)	Chris Bosh , Charlie Villanueva (12)	José Calderón (9)	Air Canada Centre 17,594	1–9
11	November 22	@ Phoenix	L 82–90 (OT)	Chris Bosh (23)	Chris Bosh , Charlie Villanueva (8)	Mike James (6)	America West Arena 16,259	1–10
12	November 23	@ L.A. Clippers	L 100–103 (OT)	Chris Bosh (24)	Chris Bosh (9)	Mike James (8)	Staples Center 15,927	1–11
13	November 25	@ Sacramento	L 104–106 (OT)	Chris Bosh (22)	Morris Peterson (9)	José Calderón , Jalen Rose (6)	ARCO Arena 17,317	1–12
14	November 26	@ Golden State	L 91–117 (OT)	Chris Bosh , Morris Peterson (21)	Morris Peterson (8)	José Calderón (6)	The Arena in Oakland 17,119	1–13
15	November 28	Dallas	L 91–93 (OT)	Chris Bosh (26)	Chris Bosh (10)	José Calderón (8)	Air Canada Centre 15,789	1–14
