Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 1	Toronto	W 116–92 (OT)	Kevin Martin Aaron Brooks (28)	Luis Scola (8)	Chuck Hayes (8)	Toyota Center 13943	30-29
60	March 3	Sacramento	L 81–84 (OT)	Aaron Brooks (22)	Luis Scola (18)	Luis Scola (5)	Toyota Center 15651	30-30
61	March 6	@ Minnesota	W 112–98 (OT)	Kevin Martin (30)	Luis Scola (21)	Aaron Brooks (9)	Target Center 15587	31-30
62	March 7	@ Detroit	L 107–110 (OT)	Kevin Martin (27)	Luis Scola (15)	Aaron Brooks (7)	Palace of Auburn Hills 18422	31-31
63	March 9	@ Washington	W 96–88 (OT)	Luis Scola (23)	Luis Scola (10)	Kyle Lowry (4)	Verizon Center 10422	32-31
64	March 13	New Jersey	W 116–108 (OT)	Luis Scola (44)	Luis Scola (12)	Aaron Brooks (7)	Toyota Center 16998	33-31
65	March 15	Denver	W 125–123 (OT)	Aaron Brooks (31)	Luis Scola (11)	Aaron Brooks (9)	Toyota Center 16369	34-31
66	March 17	Memphis	W 107–94 (OT)	Aaron Brooks (33)	Jordan Hill (9)	Aaron Brooks Shane Battier Kyle Lowry (4)	Toyota Center 16142	35-31
68	March 21	@ NY Knicks	W 116–112 (OT)	Kevin Martin (28)	Trevor Ariza (7)	Trevor Ariza (6)	Madison Square Garden 17242	36-32
69	March 22	@ Chicago	L 88–98 (OT)	Luis Scola (22)	Luis Scola (10)	Aaron Brooks (6)	United Center 19834	36-33
70	March 24	@ Oklahoma City	L 104–122 (OT)	Luis Scola (25)	Mike Harris (8)	Aaron Brooks (7)	Ford Center 18203	36-34
71	March 25	LA Clippers	L 93–99 (OT)	Aaron Brooks Trevor Ariza (18)	Luis Scola (14)	Aaron Brooks (9)	Toyota Center 15201	36-35
72	March 27	LA Lakers	L 101–109 (OT)	Luis Scola (28)	Luis Scola (10)	Aaron Brooks (7)	Toyota Center 18583	36-36
73	March 30	Washington	W 98–94 (OT)	Chase Budinger (24)	Luis Scola Aaron Brooks (8)	Aaron Brooks (11)	Toyota Center 14395	37-36
