Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	Boston	W 95–79 (OT)	Danny Granger (20)	Marquis Daniels (10)	Troy Murphy (5)	Conseco Fieldhouse 18,165	1–1
3	November 5	Phoenix	L 103–113 (OT)	T. J. Ford , Danny Granger (23)	Troy Murphy (10)	Troy Murphy (4)	Conseco Fieldhouse 11,660	1–2
4	November 7	@ Cleveland	L 107–111 (OT)	Danny Granger (33)	Marquis Daniels (11)	Marquis Daniels (7)	Quicken Loans Arena 20,562	1–3
5	November 8	New Jersey	W 98–80 (OT)	Danny Granger (23)	Jeff Foster (13)	T. J. Ford (9)	Conseco Fieldhouse 14,355	2–3
6	November 10	Oklahoma City	W 107–99 (OT)	T. J. Ford (24)	T. J. Ford , Danny Granger (7)	T. J. Ford (10)	Conseco Fieldhouse 10,165	3–3
7	November 12	@ New Jersey	W 98–87 (OT)	T. J. Ford (18)	T. J. Ford (8)	T. J. Ford (9)	Izod Center 13,551	4–3
8	November 14	Philadelphia	L 92–94 (OT)	Danny Granger (18)	Jeff Foster (11)	T. J. Ford (7)	Conseco Fieldhouse 12,742	4–4
9	November 15	@ Chicago	L 91–104 (OT)	T. J. Ford (16)	Troy Murphy (13)	Troy Murphy (5)	United Center 21,759	4–5
10	November 18	Atlanta	W 113–96 (OT)	Danny Granger (34)	Troy Murphy (19)	Radoslav Nesterović , Jarrett Jack (5)	Conseco Fieldhouse 13,379	5–5
11	November 21	Orlando	L 98–100 (OT)	Marquis Daniels (25)	Troy Murphy (10)	Radoslav Nesterović (8)	Conseco Fieldhouse 14,699	5–6
12	November 22	@ Miami	L 100–109 (OT)	Marquis Daniels (25)	Troy Murphy (11)	Danny Granger , Troy Murphy (6)	American Airlines Arena 18,685	5–7
13	November 25	@ Dallas	L 106–109 (OT)	Danny Granger (22)	Troy Murphy (14)	T. J. Ford (7)	American Airlines Center 19,996	5–8
14	November 26	@ Houston	W 91–90 (OT)	Troy Murphy (21)	Troy Murphy (14)	Danny Granger (5)	Toyota Center 18,194	6–8
15	November 28	Charlotte	L 108–115 (OT)	Danny Granger (35)	Troy Murphy (12)	T. J. Ford (6)	Conseco Fieldhouse 17,160	6–9
16	November 29	@ Orlando	L 96–110 (OT)	Danny Granger (27)	Troy Murphy (11)	T. J. Ford , Jarrett Jack (5)	Amway Arena 17,172	6–10
