Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
La Moure	Pembina	108	35.907	0.063	48.854886	-97.894673	3806744580	01036734
Ladd	Bowman	15	36.028	0.007	45.981625	-103.442141	3801143700	01037223
Lake	Cass	34	35.995	0.051	47.100943	-97.638166	3801743780	01036392
Lake George	McHenry	40	35.248	0.832	48.058477	-100.420501	3804943820	01759495
Lake Hester	McHenry	45	35.673	0.289	48.058731	-100.701650	3804943860	01759496
Lake Ibsen	Benson	23	33.646	2.260	48.240571	-99.386086	3800543900	01759247
Lake Town	Barnes	39	34.549	1.002	47.204534	-98.278848	3800343980	01036439
Lake Washington	Eddy	27	31.803	4.121	47.703618	-98.741656	3802744100	01759408
Lake Williams	Kidder	22	31.272	4.549	47.116437	-99.643918	3804344180	01037125
Lake Williams	McLean	59	32.401	3.166	47.547789	-100.848907	3805544220	01759536
Lakeview	Burke	14	49.664	1.892	48.873809	-102.059673	3801344020	01759324
Lakeville	Grand Forks	69	35.475	0.475	48.070445	-97.330478	3803544060	01036617
Lakota	Nelson	50	34.184	0.897	48.071798	-98.390017	3806344340	01036579
Lallie	Benson	453	48.969	5.437	47.998210	-99.148192	3800544420	01759248
LaMars	Richland	78	35.933	0.000	45.979085	-96.701054	3807744500	01036813
Lampton	Walsh	106	35.636	0.040	48.506854	-97.851202	3809944620	01036548
Land	McHenry	37	34.361	0.406	47.898396	-100.531606	3804944660	01759497
Langberg	Bowman	16	35.844	0.057	45.994086	-103.679037	3801144740	01759312
Langdon	Cavalier	29	35.956	0.170	48.848503	-98.409521	3801944820	02397824
Lansford	Bottineau	73	35.510	0.029	48.582135	-101.375413	3800944940	02397825
Lansing	Towner	4	36.132	0.129	48.855345	-99.077384	3809544980	01759655
Larimore	Grand Forks	117	35.819	0.016	47.882955	-97.698635	3803545060	01036612
Lark	Grant	46	35.998	0.000	46.414937	-101.361735	3803745140	01037087
Larrabee	Foster	56	34.810	0.693	47.536768	-98.808823	3803145180	01759425
Latona	Walsh	56	35.077	1.136	48.332263	-98.087311	3809945260	01036531
Lawton	Ramsey	28	34.388	0.905	48.326338	-98.336809	3807145340	02397826
Layton	McHenry	29	35.969	0.078	48.503848	-100.731160	3804945380	01759498
Leaf Mountain	Burke	21	34.777	1.216	48.756803	-102.754382	3801345420	01037110
Lebanon	McHenry	79	35.496	0.616	48.058771	-100.809781	3804945500	01759499
Lee	Nelson	42	35.801	0.168	47.715492	-98.076194	3806345540	01036558
Leeds	Benson	91	35.704	0.653	48.328857	-99.389494	3800545620	02397827
Leipzig	Grant	39	35.979	0.001	46.508641	-101.850774	3803745820	01037083
Lenora	Griggs	60	34.788	0.457	47.629472	-98.047760	3803945900	01036648
Lenton	Stutsman	64	36.175	0.018	46.763062	-98.885230	3809345940	01036457
Leonard	Cass	108	35.229	0.000	46.673349	-97.241088	3801746020	01036354
Leval	Nelson	29	31.777	4.092	47.889716	-98.461717	3806346140	01036574
Levant	Grand Forks	58	35.953	0.000	48.150883	-97.319393	3803546180	01036623
Lewis	Bottineau	34	35.954	0.000	48.676017	-101.124798	3800946260	01759282
Liberty	Mountrail	23	13.461	22.242	47.880243	-102.297452	3806146340	01037043
Liberty	Ransom	118	34.344	0.005	46.579923	-97.610651	3807346380	01036881
Liberty Grove	Richland	114	35.837	0.019	46.145505	-97.063343	3807746420	01036834
Lightning Creek	Adams	14	36.060	0.000	45.988569	-102.933144	3800146500	01034174
Lillehoff	Ramsey	25	33.680	1.409	48.245066	-98.357284	3807146620	01759579
Lincoln	Pembina	41	46.288	0.328	48.675414	-97.198304	3806746660	01036711
Lincoln Dale	Sheridan	27	34.988	0.250	47.630821	-100.351011	3808346700	01759633
Lincoln Valley	Divide	22	35.304	0.706	48.843764	-103.662734	3802346740	01036930
Lind	Grand Forks	62	36.107	0.046	47.715442	-97.688858	3803546820	01036590
Lindaas	Traill	114	34.888	0.000	47.542410	-97.281677	3809746860	01036705
Lindahl	Williams	45	35.641	0.233	48.481159	-102.962421	3810546900	01037035
Linden	Cavalier	25	42.624	1.816	48.945472	-98.666560	3801946940	01759368
Linton	Ward	31	34.475	1.533	48.071039	-101.745067	3810147020	01036957
Lippert	Stutsman	96	35.745	0.415	46.856767	-98.872523	3809347060	01036458
Litchville	LaMoure	49	35.999	0.066	46.594131	-98.086321	3804547180	01036910
