Place	Player	Country	Score	To par	Money ( $ )
1	Arnold Palmer	United States	72-71-72-65=280	–4	14,400
2	Jack Nicklaus (a)	United States	71-71-69-71=282	–2	0
T3	Julius Boros	United States	73-69-68-73=283	–1	3,950
T3	Dow Finsterwald	United States	71-69-70-73=283	–1	3,950
T3	Jack Fleck	United States	70-70-72-71=283	–1	3,950
T3	Dutch Harrison	United States	74-70-70-69=283	–1	3,950
T3	Ted Kroll	United States	72-69-75-67=283	–1	3,950
T3	Mike Souchak	United States	68-67-73-75=283	–1	3,950
T9	Don Cherry (a)	United States	70-71-71-72=284	E	0
T9	Jerry Barber	United States	69-71-70-74=284	E	1,950
T9	Ben Hogan	United States	75-67-69-73=284	E	1,950
