Race Name	Circuit	Date	Winning driver	Constructor	Report
XI Gran Premio Ciudad de Buenos Aires	Buenos Aires	27 January	Juan Manuel Fangio	Maserati	Report
VII Gran Premio di Siracusa	Syracuse	7 April	Peter Collins	Lancia - Ferrari	Report
XVII Pau Grand Prix	Pau	22 April	Jean Behra	Maserati	Report
V Glover Trophy	Goodwood	22 April	Stuart Lewis-Evans	Connaught - Alta	Report
X Gran Premio di Napoli	Posillipo	28 April	Peter Collins	Lancia - Ferrari	Report
XXIII Grand Prix de Reims	Reims-Gueux	14 July	Luigi Musso	Lancia - Ferrari	Report
V Grand Prix de Caen	Caen	28 July	Jean Behra	BRM	Report
IX BRDC International Trophy	Silverstone	14 September	Jean Behra	BRM	Report
V Gran Premio di Modena	Modena	22 September	Jean Behra	Maserati	Report
