Higher harmonics	Darwin	Period	Speed	Doodson coefficients	NOAA
Species	Symbol	(hr)	rate(°/hr)	n 1 (L)	order
Shallow water overtides of principal lunar	M 4	6.210300601	57.9682084	4	5
Shallow water overtides of principal lunar	M 6	4.140200401	86.9523127	6	7
Shallow water terdiurnal	MK 3	8.177140247	44.0251729	3	8
Shallow water overtides of principal solar	S 4	6	60	4	9
Shallow water quarter diurnal	MN 4	6.269173724	57.4238337	4	10
Shallow water overtides of principal solar	S 6	4	90	6	12
Lunar terdiurnal	M 3	8.280400802	43.4761563	3	32
Shallow water terdiurnal	2"MK 3	8.38630265	42.9271398	3	34
Shallow water eighth diurnal	M 8	3.105150301	115.9364166	8	36
Shallow water quarter diurnal	MS 4	6.103339275	58.9841042	4	37
Semi-diurnal	Darwin	Period	Speed	Doodson coefficients	NOAA
Species	Symbol	(hr)	(°/hr)	n 1 (L)	order
Principal lunar semidiurnal	M 2	12.4206012	28.9841042	2	1
Principal solar semidiurnal	S 2	12	30	2	2
Larger lunar elliptic semidiurnal	N 2	12.65834751	28.4397295	2	3
Larger lunar evectional	ν 2	12.62600509	28.5125831	2	11
Variational	MU 2	12.8717576	27.9682084	2	13
Lunar elliptical semidiurnal second-order	2"N 2	12.90537297	27.8953548	2	14
Smaller lunar evectional	λ 2	12.22177348	29.4556253	2	16
Larger solar elliptic	T 2	12.01644934	29.9589333	2	27
Smaller solar elliptic	R 2	11.98359564	30.0410667	2	28
Shallow water semidiurnal	2SM 2	11.60695157	31.0158958	2	31
Smaller lunar elliptic semidiurnal	L 2	12.19162085	29.5284789	2	33
Lunisolar semidiurnal	K 2	11.96723606	30.0821373	2	35
Diurnal	Darwin	Period	Speed	Doodson coefficients	NOAA
Lunar diurnal	K 1	23.93447213	15.0410686	1	4
Lunar diurnal	O 1	25.81933871	13.9430356	1	6
Lunar diurnal	OO 1	22.30608083	16.1391017	1	15
Solar diurnal	S 1	24	15	1	17
Smaller lunar elliptic diurnal	M 1	24.84120241	14.4920521	1	18
Smaller lunar elliptic diurnal	J 1	23.09848146	15.5854433	1	19
Larger lunar evectional diurnal	ρ	26.72305326	13.4715145	1	25
Larger lunar elliptic diurnal	Q 1	26.868350	13.3986609	1	26
Larger elliptic diurnal	2Q 1	28.00621204	12.8542862	1	29
Solar diurnal	P 1	24.06588766	14.9589314	1	30
Long period	Darwin	Period	Speed	Doodson coefficients	NOAA
Lunar monthly	M m	661.3111655	0.5443747	0	20
Solar semiannual	S sa	4383.076325	0.0821373	0	21
Solar annual	S a	8766.15265	0.0410686	0	22
Lunisolar synodic fortnightly	M sf	354.3670666	1.0158958	0	23
Lunisolar fortnightly	M f	327.8599387	1.0980331	0	24
