Place	Player	Country	Score	To par
1	Seve Ballesteros	Spain	67	−4
T2	Brad Faxon	United States	69	−2
T2	Wayne Grady	Australia	69	−2
T4	Don Pooley	United States	70	−1
T4	Nick Price	Zimbabwe	70	−1
T4	Noel Ratcliffe	Australia	70	−1
T4	Peter Senior	Australia	70	−1
T8	Andy Bean	United States	71	E
T8	Bob Charles	New Zealand	71	E
T8	Howard Clark	England	71	E
T8	Nick Faldo	England	71	E
T8	David Frost	South Africa	71	E
T8	Jay Haas	United States	71	E
T8	Mark James	England	71	E
T8	Gary Koch	United States	71	E
T8	David J Russell	England	71	E
T8	Andrew Sherborne	England	71	E
T8	Bob Tway	United States	71	E
