Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 3	Orlando	L 96–99 (OT)	LeBron James (29)	LeBron James , Mike Miller (6)	Dwyane Wade (5)	American Airlines Arena 19,600	43–18
62	March 4	@ San Antonio	L 95–125 (OT)	LeBron James (26)	Chris Bosh (14)	LeBron James (7)	AT&T Center 18,581	43–19
63	March 6	Chicago	L 86–87 (OT)	LeBron James (26)	LeBron James (8)	LeBron James (6)	American Airlines Arena 19,763	43–20
64	March 8	Portland	L 96–105 (OT)	Dwyane Wade (38)	LeBron James (11)	LeBron James (8)	American Airlines Arena 19,835	43–21
65	March 10	L.A. Lakers	W 94–88 (OT)	Chris Bosh (24)	Chris Bosh (9)	LeBron James (9)	American Airlines Arena 19,986	44–21
66	March 12	Memphis	W 118–85 (OT)	Dwyane Wade (28)	Chris Bosh (10)	Dwyane Wade (9)	American Airlines Arena 19,600	45–21
67	March 14	San Antonio	W 110–80 (OT)	Chris Bosh (30)	Chris Bosh (12)	LeBron James (8)	American Airlines Arena 20,021	46–21
68	March 16	Oklahoma City	L 85–96 (OT)	Chris Bosh , Dwyane Wade (21)	Chris Bosh (11)	Mario Chalmers , LeBron James (3)	American Airlines Arena 20,083	46–22
69	March 18	@ Atlanta	W 106–85 (OT)	LeBron James (43)	Chris Bosh (10)	Mike Bibby (6)	Philips Arena 20,024	47–22
70	March 19	Denver	W 103–98 (OT)	LeBron James (33)	Chris Bosh (11)	Chris Bosh (6)	American Airlines Arena 19,600	48–22
71	March 23	@ Detroit	W 100–94 (OT)	Dwyane Wade (24)	LeBron James (8)	LeBron James (7)	The Palace of Auburn Hills 22,076	49–22
72	March 25	Philadelphia	W 111–99 (OT)	Dwyane Wade (39)	Dwyane Wade (11)	Dwyane Wade (8)	American Airlines Arena 19,840	50–22
73	March 27	Houston	W 125–119 (OT)	LeBron James (33)	Chris Bosh (12)	LeBron James (7)	American Airlines Arena 19,825	51–22
74	March 29	@ Cleveland	L 90–102 (OT)	LeBron James (27)	LeBron James (10)	LeBron James (12)	Quicken Loans Arena 20,562	51–23
