Date	Opponent	Score	Loss	Attendance	Record
April 8	Red Sox	6 - 2	Stieb (0-1)	50,114	0-1
April 9	Red Sox	4 - 3	Harris (0-1)	42,211	1-1
April 10	Red Sox	5 - 3	Gray (0-1)	41,164	2-1
April 11	Brewers	7 - 3	Robinson (0-1)	38,326	3-1
April 12	Brewers	5 - 4 (11)	Plesac (0-1)	43,150	4-1
April 13	Brewers	7 - 3	Stieb (0-2)	49,872	4-2
April 14	Brewers	9 - 0	August (0-1)	47,136	5-2
April 15	@ Tigers	4 - 3	Terrell (0-2)	9,632	6-2
April 16	@ Tigers	6 - 2	Wells (1-1)	10,791	6-3
April 17	@ Tigers	5 - 4 (10)	Ward (0-1)	16,355	6-4
April 19	@ Brewers	5 - 2	August (0-2)	9,604	7-4
April 20	@ Brewers	4 - 2	Bosio (1-2)	13,545	8-4
April 21	@ Brewers	11 - 8 (10)	Wills (0-1)	14,920	8-5
April 22	@ Red Sox	6 - 4	Wells (1-2)	25,841	8-6
April 23	@ Red Sox	3 - 0	Boucher (0-1)	29,904	8-7
April 24	@ Red Sox	6 - 1	Young (0-1)	28,841	9-7
April 25	Tigers	3 - 2	Petry (0-1)	49,688	10-7
April 26	Tigers	5 - 4	Terrell (0-3)	50,170	11-7
April 27	Tigers	4 - 2	Wells (1-3)	50,211	11-8
April 28	Tigers	9 - 6	Leiter (0-1)	50,134	12-8
April 30	@ Rangers	8 - 5	Acker (0-1)	24,873	12-9
