Date	Opponent	Score	Loss	Attendance	Record
May 1	@ Athletics	5 - 2	Hanson (0-1)	7,078	10-17
May 2	@ Athletics	7 - 0	Oquist (0-1)	10,729	11-17
May 3	@ Athletics	6 - 3	Telgheder (0-1)	23,463	12-17
May 4	@ Athletics	7 - 4	Hentgen (3-3)	5,206	12-18
May 5	@ Angels	13 - 11	Percival (0-2)	17,271	13-18
May 6	@ Angels	6 - 5	Hasegawa (1-1)	17,392	14-18
May 7	@ Mariners	6 - 0	Moyer (2-4)	24,129	15-18
May 8	@ Mariners	8 - 3	Williams (3-2)	29,920	15-19
May 9	@ Mariners	4 - 1	Swift (2-2)	49,851	16-19
May 10	@ Mariners	3 - 1	Guzmán (1-5)	39,249	16-20
May 12	Athletics	4 - 3 (10)	Taylor (0-3)	25,636	17-20
May 13	Athletics	4 - 2	Clemens (4-4)	25,732	17-21
May 14	Angels	5 - 4	DeLucia (1-2)	25,606	18-21
May 15	Angels	9 - 1	Hill (6-2)	26,644	19-21
May 16	Mariners	8 - 1	Guzmán (1-6)	31,121	19-22
May 17	Mariners	4 - 3	Slocumb (1-3)	28,111	20-22
May 18	Mariners	9 - 4	Clemens (4-5)	28,125	20-23
May 19	Devil Rays	3 - 1	Springer (1-7)	25,662	21-23
May 20	Devil Rays	9 - 1	Álvarez (4-5)	26,107	22-23
May 21	Devil Rays	6 - 1	Arrojo (6-3)	30,108	23-23
May 22	@ Indians	9 - 7	Hanson (0-2)	43,269	23-24
May 23	@ Indians	7 - 2	Colón (3-3)	43,306	24-24
May 24	@ Indians	5 - 0	Gooden (0-1)	43,194	25-24
May 25	@ Red Sox	7 - 5	Martínez (5-1)	32,342	26-24
May 26	@ Red Sox	5 - 2	Avery (1-1)	27,668	27-24
May 28	Indians	6 - 2	Carpenter (1-1)	30,282	27-25
May 29	Indians	7 - 3	Clemens (5-6)	29,085	27-26
May 30	Indians	4 - 2	Gooden (0-2)	37,179	28-26
May 31	Indians	8 - 3	Hentgen (7-4)	30,090	28-27
