Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 1	@ New Jersey	W 123–120 (3OT)	Russell Westbrook (38)	Russell Westbrook (15)	Russell Westbrook (9)	Prudential Center 13,108	13–6
20	December 3	@ Toronto	L 99–111 (OT)	James Harden , Russell Westbrook (20)	Thabo Sefolosha (7)	Jeff Green , Russell Westbrook (7)	Air Canada Centre 16,774	13–7
21	December 5	Golden State	W 114–109 (OT)	Kevin Durant (28)	Jeff Green , Serge Ibaka (8)	Russell Westbrook (13)	Oklahoma City Arena 18,203	14–7
22	December 6	@ Chicago	L 90–99 (OT)	Kevin Durant (29)	Thabo Sefolosha (8)	Russell Westbrook (7)	United Center 21,184	14–8
23	December 8	@ Minnesota	W 111–103 (OT)	Kevin Durant (30)	Kevin Durant (11)	Russell Westbrook (8)	Target Center 13,907	15–8
24	December 10	@ New Orleans	W 97–92 (OT)	Russell Westbrook (29)	Serge Ibaka (9)	Russell Westbrook (10)	New Orleans Arena 14,428	16–8
25	December 12	Cleveland	W 106–77 (OT)	Kevin Durant (25)	Nick Collison (8)	Russell Westbrook (11)	Oklahoma City Arena 18,203	17–8
26	December 15	Houston	W 117–105 (OT)	Kevin Durant (32)	Thabo Sefolosha (9)	Jeff Green , Russell Westbrook (5)	Oklahoma City Arena 17,997	18–8
27	December 17	Sacramento	W 102–87 (OT)	Kevin Durant (24)	Serge Ibaka (10)	Russell Westbrook (6)	Oklahoma City Arena 18,203	19–8
28	December 19	Phoenix	L 110–113 (OT)	Kevin Durant (28)	Nick Collison (8)	Russell Westbrook (9)	Oklahoma City Arena 18,203	19–9
29	December 21	@ Charlotte	W 99–81 (OT)	Kevin Durant (32)	Nick Collison (10)	Jeff Green (5)	Time Warner Cable Arena 16,876	20–9
30	December 22	@ New York	L 98–112 (OT)	Kevin Durant (26)	Serge Ibaka , Thabo Sefolosha (8)	Russell Westbrook (5)	Madison Square Garden 19,763	20–10
31	December 25	Denver	W 114–106 (OT)	Kevin Durant (44)	Nenad Krstić (8)	Jeff Green (6)	Oklahoma City Arena 18,203	21–10
32	December 27	Dallas	L 93–103 (OT)	Kevin Durant (28)	Serge Ibaka (9)	Russell Westbrook (7)	Oklahoma City Arena 18,203	21–11
33	December 29	New Jersey	W 114–93 (OT)	Kevin Durant (27)	Thabo Sefolosha (8)	Eric Maynor , Russell Westbrook (7)	Oklahoma City Arena 18,203	22–11
