Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 2	@ Sacramento	W 98–87 (OT)	Dwyane Wade (27)	Udonis Haslem (8)	Jason Williams (8)	ARCO Arena	10-6
17	December 3	@ Denver	L 99–101 (OT)	Dwyane Wade (32)	James Posey (10)	Dwyane Wade (6)	Pepsi Center	10-7
18	December 5	@ L.A. Clippers	L 89–99 (OT)	Dwyane Wade (29)	Alonzo Mourning (12)	Jason Williams (9)	Staples Center	10-8
19	December 7	@ San Antonio	L 84–98 (OT)	Dwyane Wade (31)	Alonzo Mourning (7)	Dwyane Wade (10)	SBC Center	10-9
20	December 9	Denver	L 92–100 (OT)	Dwyane Wade (37)	Dwyane Wade (10)	Antoine Walker (5)	American Airlines Arena	10-10
21	December 11	Washington	W 104–101 (OT)	Dwyane Wade (41)	Shaquille O'Neal (11)	Dwyane Wade (8)	American Airlines Arena	11-10
22	December 13	@ Chicago	W 100–97 (OT)	Shaquille O'Neal (30)	Alonzo Mourning (12)	Dwyane Wade (11)	United Center	12-10
23	December 14	@ Milwaukee	W 100–83 (OT)	Dwyane Wade (27)	Udonis Haslem (10)	Dwyane Wade (7)	Bradley Center	13-10
24	December 16	@ Philadelphia	W 112–105 (OT)	Dwyane Wade (32)	Shaquille O'Neal (13)	Gary Payton (5)	Wachovia Center	14-10
25	December 17	@ Cleveland	L 107–115 (OT)	Dwyane Wade (33)	Shaquille O'Neal (6)	Dwyane Wade , Antoine Walker (7)	Quicken Loans Arena	14-11
26	December 20	Atlanta	W 111–92 (OT)	Shaquille O'Neal (28)	Shaquille O'Neal (10)	Gary Payton (8)	American Airlines Arena	15-11
27	December 23	New Jersey	L 88–95 (OT)	Shaquille O'Neal (24)	Shaquille O'Neal (14)	Dwyane Wade (7)	American Airlines Arena	15-12
28	December 25	L.A. Lakers	W 97–92 (OT)	Gary Payton (21)	Shaquille O'Neal (17)	Dwyane Wade (5)	American Airlines Arena	16-12
29	December 27	Millwaukee	W 109–98 (OT)	Dwyane Wade (35)	Shaquille O'Neal (8)	Dwyane Wade , Jason Williams (7)	American Airlines Arena	17-12
30	December 29	@ Detroit	L 101–106 (OT)	Dwyane Wade (33)	Udonis Haslem (10)	Dwyane Wade (9)	The Palace of Auburn Hills	17-13
