Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	@ Utah	W 113–96 (OT)	Aaron Brooks (19)	Luis Scola (15)	Aaron Brooks (9)	EnergySolutions Arena 19911	3-1
5	November 4	LA Lakers	L 102–103 (OT)	Carl Landry (20)	Chuck Hayes (14)	Aaron Brooks (6)	Toyota Center 18291	3-2
6	November 6	Oklahoma City	W 105–94 (OT)	Trevor Ariza (21)	Luis Scola (10)	Kyle Lowry (8)	Toyota Center 14911	4-2
7	November 10	@ Dallas	L 103–121 (OT)	Aaron Brooks (22)	Chase Budinger (9)	Kyle Lowry (5)	American Airlines Center 19720	4-3
8	November 11	Memphis	W 104–79 (OT)	Luis Scola (22)	Luis Scola (15)	Kyle Lowry (10)	Toyota Center 17220	5-3
10	November 15	@ LA Lakers	W 101–91 (OT)	Aaron Brooks (33)	Carl Landry Luis Scola (9)	Kyle Lowry (8)	Staples Center 18977	6-4
11	November 17	Phoenix	L 105–111 (OT)	Carl Landry (27)	Carl Landry (9)	Aaron Brooks (13)	Toyota Center 16396	6-5
12	November 18	@ Minnesota	W 97–84 (OT)	Luis Scola (20)	Luis Scola (16)	Shane Battier (5)	Target Center 11137	7-5
13	November 20	@ Atlanta	L 103–105 (OT)	Luis Scola (17)	Luis Scola (10)	Kyle Lowry (7)	Phillips Arena 16674	7-6
14	November 21	Sacramento	W 113–106 (OT)	Luis Scola (22)	Luis Scola (12)	Kyle Lowry (8)	Toyota Center 16202	8-6
15	November 25	Dallas	L 99–130 (OT)	Carl Landry (24)	Luis Scola Chuck Hayes (7)	Kyle Lowry (7)	Toyota Center 18157	8-7
16	November 27	San Antonio	L 84–92 (OT)	Luis Scola (18)	Luis Scola (12)	Trevor Ariza (5)	Toyota Center 18164	8-8
