Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	L.A. Lakers	L 97–104 (OT)	Anthony Carter (20)	Chris Andersen (7)	Allen Iverson (7)	Pepsi Center 19,651	1–2
4	November 5	@ Golden State	L 101–111 (OT)	Carmelo Anthony (28)	Nenê (15)	Anthony Carter (11)	Oracle Arena 18,194	1–3
5	November 7	Dallas	W 108–105 (OT)	Carmelo Anthony (28)	Carmelo Anthony (8)	Anthony Carter (7)	Pepsi Center 19,175	2–3
6	November 9	Memphis	W 100–90 (OT)	Carmelo Anthony (24)	Nenê (12)	Chauncey Billups (10)	Pepsi Center 14,359	3–3
7	November 11	@ Charlotte	W 88–80 (OT)	Carmelo Anthony (25)	Nenê , Linas Kleiza (8)	Anthony Carter (6)	Time Warner Cable Arena 10,753	4–3
8	November 13	@ Cleveland	L 99–110 (OT)	Chauncey Billups (26)	Kenyon Martin (10)	Chauncey Billups (6)	Quicken Loans Arena 20,562	4–4
9	November 14	@ Boston	W 94–85 (OT)	Chauncey Billups , Carmelo Anthony (18)	Carmelo Anthony (13)	Chauncey Billups (7)	TD Banknorth Garden 18,624	5–4
10	November 16	Minnesota	W 90–84 (OT)	Chauncey Billups (26)	Carmelo Anthony (12)	Chauncey Billups (5)	Pepsi Center 16,721	6–4
11	November 18	Milwaukee	W 114–105 (OT)	Linas Kleiza (25)	Nenê (6)	Chauncey Billups (5)	Pepsi Center 14,413	7–4
12	November 19	@ San Antonio	W 91–81 (OT)	Chauncey Billups (22)	Carmelo Anthony , Nenê (9)	Carmelo Anthony (7)	AT&T Center 16,559	8–4
13	November 21	@ L.A. Lakers	L 90–104 (OT)	J. R. Smith , Nenê (18)	Carmelo Anthony (10)	Chauncey Billups (9)	Staples Center 18,997	8–5
14	November 23	Chicago	W 114–101 (OT)	Kenyon Martin (26)	Carmelo Anthony (13)	Chauncey Billups , Carmelo Anthony (8)	Pepsi Center 16,202	9–5
15	November 26	@ L.A. Clippers	W 106–105 (OT)	Carmelo Anthony (30)	Carmelo Anthony (11)	Chauncey Billups (11)	Staples Center 14,934	10–5
16	November 27	New Orleans	L 101–105 (OT)	J. R. Smith (32)	Chris Andersen (8)	Anthony Carter (8)	Pepsi Center 15,563	10–6
17	November 29	@ Minnesota	W 106–97 (OT)	Chauncey Billups (27)	Carmelo Anthony (10)	Chucky Atkins (5)	Target Center 14,197	11–6
18	November 30	Houston	W 104–94 (OT)	Chauncey Billups (28)	Nenê (10)	Chauncey Billups (10)	Pepsi Center 17,201	12–6
