Date	Opponent	Score	Loss	Attendance	Record
April 6	@ Tigers	4 - 2	Gullickson (0-1)	51,068	1-0
April 8	@ Tigers	10 - 9	Tanana (0-1)	12,819	2-0
April 9	@ Tigers	3 - 1	Terrell (0-1)	9,720	3-0
April 10	Orioles	4 - 3	Olson (0-1)	50,424	4-0
April 11	Orioles	7 - 2	Sutcliffe (1-1)	50,375	5-0
April 12	Orioles	3 - 1	Mesa (0-1)	48,309	6-0
April 13	Yankees	5 - 2	Stottlemyre (0-1)	44,115	6-1
April 14	Yankees	12 - 6	Johnson (0-1)	45,579	7-1
April 15	Yankees	2 - 0	Pérez (1-1)	48,111	8-1
April 16	Yankees	7 - 6	Farr (0-1)	50,376	9-1
April 17	@ Red Sox	1 - 0	Wells (1-1)	27,467	9-2
April 18	@ Red Sox	2 - 1	Viola (0-2)	32,640	10-2
April 19	@ Red Sox	5 - 4	Henke (1-1)	28,196	10-3
April 20	@ Red Sox	6 - 4 {13)	Bolton (0-1)	34,709	11-3
April 21	Indians	2 - 1	Cook (0-2)	40,191	12-3
April 22	Indians	7 - 2	Stieb (0-1)	43,292	12-4
April 23	Indians	13 - 8	Otto (1-2)	42,401	13-4
April 24	Royals	4 - 3	Gordon (0-2)	50,352	14-4
April 25	Royals	6 - 4	Young (0-1)	50,346	15-4
April 26	Royals	9 - 0	Morris (3-1)	46,486	15-5
April 28	Angels	9 - 5	Stieb (0-2)	46,201	15-6
April 29	Angels	1 - 0	Abbott (1-3)	47,356	16-6
April 30	@ Brewers	3 - 2	Ward (1-1)	8,877	16-7
