Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	San Antonio	L 86–97 (OT)	Caron Butler (24)	Antawn Jamison , Brendan Haywood (9)	Gilbert Arenas (8)	Verizon Center 19,025	10-21
32	January 5	@ Philadelphia	W 104–97 (OT)	Antawn Jamison (32)	Antawn Jamison (14)	Gilbert Arenas (14)	Wachovia Center 11,822	11-21
33	January 6	@ Cleveland	L 98–121 (OT)	Antawn Jamison (26)	Brendan Haywood (7)	Earl Boykins (6)	Quicken Loans Arena 20,562	11-22
34	January 8	Orlando	W 104–97 (OT)	Antawn Jamison (28)	Brendan Haywood (15)	Randy Foye , Mike Miller (6)	Verizon Center 20,173	12-22
35	January 10	New Orleans	L 110–115 (OT)	Antawn Jamison (32)	Brendan Haywood (14)	Randy Foye (8)	Verizon Center 14,753	12-23
36	January 12	Detroit	L 90–99 (OT)	Antawn Jamison (31)	Brendan Haywood (15)	Randy Foye (10)	Verizon Center 13,544	12-24
37	January 13	@ Atlanta	L 82–94 (OT)	Antawn Jamison (25)	Antawn Jamison (19)	Randy Foye (8)	Philips Arena 9,695	12-25
38	January 15	@ Chicago	L 119–121 (OT) OT	Antawn Jamison (34)	Brendan Haywood (20)	Randy Foye (7)	United Center 20,304	12-26
39	January 16	Sacramento	W 96–86 (OT)	Caron Butler (19)	Brendan Haywood (10)	Randy Foye (6)	Verizon Center 17,242	13-26
40	January 18	Portland	W 97–92 (OT)	Antawn Jamison (28)	Caron Butler (9)	Randy Foye (5)	Verizon Center 12,209	14-26
41	January 20	Dallas	L 93–94 (OT)	Randy Foye (26)	Brendan Haywood (18)	Mike Miller (4)	Verizon Center 13,947	14-27
42	January 22	Miami	L 88–112 (OT)	Andray Blatche (19)	Andray Blatche (11)	Earl Boykins (5)	Verizon Center 20,173	14-28
43	January 24	L.A. Clippers	L 78–92 (OT)	Antawn Jamison (20)	Brendan Haywood (12)	Caron Butler (4)	Verizon Center 12,356	14-29
44	January 26	L.A. Lakers	L 103–115 (OT)	Antawn Jamison (27)	Antawn Jamison (9)	Miller , Boykins & Foye (4)	Verizon Center 20,173	14-30
45	January 29	@ New Jersey	W 81–79 (OT)	Earl Boykins (15)	Mike Miller (12)	Foye , Jamison & Stevenson (2)	Izod Center 11,384	15-30
