Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
30	January 4	Portland	L 90–114 (OT)	Tracy McGrady (18)	Kevin Willis (8)	Doug Christie , Tracy McGrady (4)	Air Canada Centre 19,800	17-13
31	January 6	Sacramento	W 101–89 (OT)	Charles Oakley (20)	Charles Oakley (16)	Alvin Williams (10)	Air Canada Centre 19,800	18-13
32	January 7	@ Atlanta	L 97–105 (OT)	Vince Carter (34)	Vince Carter , Charles Oakley , Kevin Willis (7)	Doug Christie (5)	Philips Arena 14,452	18-14
33	January 9	Vancouver	L 97–107 (OT)	Vince Carter , Antonio Davis (20)	Vince Carter (10)	Vince Carter , Charles Oakley (6)	Air Canada Centre 19,188	18-15
34	January 11	@ Washington	L 89–117 (OT)	Vince Carter (19)	Antonio Davis (15)	Muggsy Bogues (6)	MCI Center 13,610	18-16
35	January 12	Orlando	W 108–102 (OT)	Vince Carter (30)	Antonio Davis (9)	Vince Carter (9)	Air Canada Centre 17,241	19-16
36	January 14	Milwaukee	W 115–110 (OT)	Vince Carter (47)	Charles Oakley (12)	Doug Christie (8)	Air Canada Centre 19,246	20-16
37	January 15	@ Milwaukee	L 97–118 (OT)	Doug Christie (31)	Kevin Willis (12)	Muggsy Bogues , Vince Carter (5)	Bradley Center 18,717	20-17
38	January 17	@ Charlotte	L 94–115 (OT)	Vince Carter (24)	Michael Stewart (8)	Vince Carter (6)	Charlotte Coliseum 20,278	20-18
39	January 19	@ Boston	L 90–94 (OT)	Vince Carter (20)	Charles Oakley (10)	Muggsy Bogues , Alvin Williams (5)	FleetCenter 16,124	20-19
40	January 23	Seattle	W 94–77 (OT)	Antonio Davis , Tracy McGrady (17)	Kevin Willis (12)	Doug Christie (6)	Air Canada Centre 19,800	21-19
41	January 26	Washington	W 120–105 (OT)	Vince Carter (26)	Kevin Willis (9)	Charles Oakley (8)	Air Canada Centre 17,582	22-19
42	January 28	Miami	W 108–93 (OT)	Vince Carter (23)	Antonio Davis (12)	Charles Oakley (7)	Air Canada Centre 19,800	23-19
43	January 29	@ Chicago	W 106–89 (OT)	Vince Carter (22)	Doug Christie , Antonio Davis , Kevin Willis (6)	Doug Christie (9)	United Center 22,104	24-19
