Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 2	Indiana	W 113–89 (OT)	Kevin Durant , Russell Westbrook (21)	Serge Ibaka (12)	Russell Westbrook (9)	Oklahoma City Arena 18,203	37–22
60	March 4	@ Atlanta	W 111–104 (OT)	Kevin Durant (29)	Kevin Durant (8)	Russell Westbrook (9)	Philips Arena 17,916	38–22
61	March 6	Phoenix	W 122–118 (OT)	Russell Westbrook (32)	Nick Collison , Thabo Sefolosha (9)	Russell Westbrook (11)	Oklahoma City Arena 18,203	39–22
62	March 7	@ Memphis	L 101–107 (OT)	Russell Westbrook (27)	Kevin Durant , James Harden , Serge Ibaka (6)	Russell Westbrook (7)	FedExForum 13,903	39–23
63	March 9	@ Philadelphia	W 110–105 (OT)	Kevin Durant (34)	Kevin Durant (16)	Russell Westbrook (12)	Wells Fargo Center 19,283	40–23
64	March 11	Detroit	W 104–94 (OT)	Kevin Durant (24)	Kevin Durant (9)	Russell Westbrook (11)	Oklahoma City Arena 18,203	41–23
65	March 13	@ Cleveland	W 95–75 (OT)	Russell Westbrook (20)	Serge Ibaka (14)	Eric Maynor (8)	Quicken Loans Arena 19,811	42–23
66	March 14	@ Washington	W 116–89 (OT)	Kevin Durant (32)	Kendrick Perkins (9)	Russell Westbrook (12)	Verizon Center 17,921	43–23
67	March 16	@ Miami	W 96–85 (OT)	Kevin Durant (29)	Serge Ibaka (12)	Kevin Durant (6)	American Airlines Arena 20,083	44–23
68	March 18	Charlotte	W 99–82 (OT)	Kevin Durant (25)	Serge Ibaka (13)	Russell Westbrook (7)	Oklahoma City Arena 18,203	45–23
70	March 23	Utah	W 106–94 (OT)	Russell Westbrook (31)	Serge Ibaka (13)	Russell Westbrook (5)	Oklahoma City Arena 18,203	46–24
71	March 25	Minnesota	W 111–103 (OT)	Kevin Durant (23)	Serge Ibaka (10)	Russell Westbrook (8)	Oklahoma City Arena 18,203	47–24
72	March 27	Portland	W 99–90 (OT)	Russell Westbrook (28)	Kendrick Perkins (10)	Russell Westbrook (7)	Oklahoma City Arena 18,203	48–24
73	March 29	Golden State	W 115–114 (OT)	Kevin Durant (39)	Kendrick Perkins (13)	Russell Westbrook (9)	Oklahoma City Arena 18,203	49–24
