Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 1	New York	L 99–107 (OT)	Damon Stoudamire (28)	Popeye Jones (9)	Damon Stoudamire (10)	SkyDome 28,457	0-1
2	November 2	@ Charlotte	L 98–109 (OT)	Damon Stoudamire (19)	Carlos Rogers (8)	Damon Stoudamire (5)	Charlotte Coliseum 24,042	0-2
3	November 5	Dallas	W 100–96 (OT)	Walt Williams (34)	Carlos Rogers (12)	Damon Stoudamire (8)	SkyDome 17,065	1-2
4	November 8	L.A. Lakers	W 93–92 (OT)	Damon Stoudamire (21)	Damon Stoudamire (10)	Damon Stoudamire (10)	SkyDome 27,357	2-2
5	November 11	Denver	L 93–104 (OT)	Marcus Camby (26)	Carlos Rogers (9)	Damon Stoudamire (6)	SkyDome 17,132	2-3
6	November 13	Philadelphia	W 110–98 (OT)	Marcus Camby (23)	Popeye Jones (14)	Damon Stoudamire (12)	SkyDome 17,385	3-3
7	November 14	@ New York	L 96–99 (OT)	Marcus Camby (29)	Popeye Jones (8)	Damon Stoudamire (13)	Madison Square Garden 19,763	3-4
8	November 16	@ Orlando	L 87–92 (OT)	Walt Williams (29)	Doug Christie (7)	Damon Stoudamire (5)	Orlando Arena 17,248	3-5
9	November 19	Seattle	L 98–106 (OT)	Doug Christie (31)	Popeye Jones (11)	Marcus Camby (4)	SkyDome 18,803	3-6
10	November 21	Cleveland	L 81–89 (OT)	Damon Stoudamire (24)	Acie Earl (8)	Damon Stoudamire (6)	SkyDome 16,835	3-7
11	November 23	Atlanta	L 88–91 (OT)	Damon Stoudamire (22)	Popeye Jones (9)	Damon Stoudamire (8)	SkyDome 16,838	3-8
12	November 26	Sacramento	L 87–98 (OT)	Damon Stoudamire (27)	Popeye Jones (16)	Damon Stoudamire (6)	SkyDome 15,037	3-9
13	November 27	Charlotte	W 92–88 (OT)	Walt Williams (23)	Popeye Jones (18)	Damon Stoudamire (6)	SkyDome 15,710	4-9
