Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 3	Washington Bullets	W 91-90	R. Pierce (26)	S. Kemp (12)	G. Payton (5)	Seattle Center Coliseum 10,957	9-7
17	December 6	Minnesota Timberwolves	W 96-94	R. Pierce (29)	M. Cage (23)	G. Payton , R. Pierce (5)	Seattle Center Coliseum 9,796	10-7
18	December 7	Dallas Mavericks	W 104-101	R. Pierce (27)	M. Cage (14)	N. McMillan (6)	Seattle Center Coliseum 12,313	11-7
19	December 10	@ Chicago Bulls	L 103-108	R. Pierce (30)	M. Cage (13)	S. Kemp , G. Payton (5)	Chicago Stadium 18,061	11-8
20	December 11	@ New York Knicks	L 87-96	R. Pierce (25)	B. Benjamin , S. Kemp (9)	R. Pierce (7)	Madison Square Garden 14,934	11-9
21	December 13	@ Boston Celtics	L 97-117	R. Pierce (21)	B. Benjamin (8)	N. McMillan (8)	Boston Garden 14,890	11-10
22	December 14	@ Philadelphia 76ers	L 95-104	B. Benjamin (23)	B. Benjamin (9)	N. McMillan (8)	The Spectrum 12,395	11-11
23	December 17	Los Angeles Clippers	W 116-99	B. Benjamin (20)	M. Cage (13)	N. McMillan (6)	Seattle Center Coliseum 10,357	12-11
24	December 19	Denver Nuggets	W 119-106	R. Pierce (29)	M. Cage (15)	D. McKey , N. McMillan , G. Payton (4)	Seattle Center Coliseum 10,663	13-11
25	December 21	Golden State Warriors	W 120-112	R. Pierce (34)	G. Payton (11)	G. Payton (12)	Seattle Center Coliseum 14,180	14-11
26	December 22	@ Portland Trail Blazers	L 87-96	B. Benjamin (18)	M. Cage (9)	B. Kofoed , G. Payton (5)	Memorial Coliseum 12,888	14-12
27	December 26	@ Sacramento Kings	W 115-106 (OT)	R. Pierce (27)	B. Benjamin (13)	G. Payton (5)	ARCO Arena 17,014	15-12
