Place	Player	Country	Score	To par
1	Paul Broadhurst	England	65	–6
T2	Mark Brooks	United States	67	–4
T2	Fred Couples	United States	67	–4
T2	Brad Faxon	United States	67	–4
T2	Tom Lehman	United States	67	–4
T2	Mark McCumber	United States	67	–4
T2	Mark O'Meara	United States	67	–4
T2	Loren Roberts	United States	67	–4
T2	Hidemichi Tanaka	Japan	67	–4
T10	Ernie Els	South Africa	68	–3
T10	Klas Eriksson	Sweden	68	–3
T10	Nick Faldo	England	68	–3
T10	Jim Furyk	United States	68	–3
T10	Pádraig Harrington	Ireland	68	–3
T10	Shigeki Maruyama	Japan	68	–3
T10	Carl Mason	England	68	–3
T10	Nick Price	Zimbabwe	68	–3
