Date	Opponent	Score	Loss	Attendance	Record
July 1	Royals	13-11	Nagy (2-3)	42,457	45-33
July 2	Royals	2 - 1	Cogan (0-3)	40,248	46-33
July 3	Red Sox	9 - 1	Ohka (2-3)	42,520	47-33
July 4	Red Sox	13 - 4	Burba (8-6)	42,382	47-34
July 5	Red Sox	5 - 4	Rocker (1-1)	42,647	47-35
July 6	Cardinals	14 - 2	Morris (10-5)	42,394	48-35
July 7	Cardinals	7 - 6 (10)	Veres (0-1)	42.467	49-35
July 8	Cardinals	4 - 3	Rocker (2-2)	42,431	49-36
July 12	@ Reds	7 - 0	Reitsma (4-8)	28,816	50-36
July 13	@ Reds	5 - 1	Dessens (6-7)	38,790	51-36
July 14	@ Reds	6 - 5 (13)	Rocker (2-3)	40,794	51-37
July 15	@ Astros	5 - 3	Westbrook (2-1)	39,127	51-38
July 16	@ Astros	10 - 8	Rocker (2-4)	30,834	51-39
July 17	@ Astros	10 - 4	Reynolds (8-9)	32,284	52-39
July 18	@ White Sox	9 - 4	Buehrle (7-5)	22,634	53-39
July 19	@ White Sox	10 - 3	Lowe (5-2)	23,450	54-39
July 20	Tigers	7 - 3	Westbrook (2-2)	42,520	54-40
July 21	Tigers	8 - 4	Pettyjohn (0-2)	42,316	55-40
July 22	Tigers	6 - 3	Weaver (9-9)	42,462	56-40
July 23	White Sox	2 - 0	Buehrle (7-6)	41,317	57-40
July 24	White Sox	4 - 1	Burba (9-7)	42,175	57-41
July 25	White Sox	7 - 5	Biddle (2-7)	42,645	58-41
July 26	White Sox	5 - 4	Nagy (4-4)	42,054	58-42
July 27	@ Tigers	7 - 4	Pettyjohn (0-3)	39,504	59-42
July 28	@ Tigers	6 - 4	Murray (0-4)	27,643	60-42
July 28	@ Tigers	4 - 2	Woodard (1-1)	34,916	60-43
July 29	@ Tigers	8 - 3	Burba (9-8)	32,918	60-44
July 31	Athletics	11 - 2	Westbrook (3-3)	38,830	60-45
