Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 1	@ Toronto	W 106–102 (OT)	Antawn Jamison (30)	Antawn Jamison (12)	Gilbert Arenas (9)	Air Canada Centre 15,776	6-10
17	December 2	Milwaukee	W 104–102 (OT)	Gilbert Arenas (22)	Brendan Haywood (14)	Gilbert Arenas (9)	Verizon Center 12,272	7-10
18	December 4	Toronto	L 107–109 (OT)	Gilbert Arenas (34)	Brendan Haywood (16)	Caron Butler & Earl Boykins (5)	Verizon Center 20,173	7-11
19	December 6	@ Detroit	L 94–98 (OT)	Caron Butler (20)	Brendan Haywood (11)	Gilbert Arenas (9)	The Palace of Auburn Hills 14,123	7-12
21	December 12	Indiana	L 113–114 (OT)	Antawn Jamison (31)	Gilbert Arenas (10)	Gilbert Arenas (11)	Verizon Center 13,172	7-14
22	December 14	@ L.A. Clippers	L 95–97 (OT)	Antawn Jamison (32)	Brendan Haywood (12)	Gilbert Arenas (9)	Staples Center 14,511	7-15
23	December 16	@ Sacramento	L 109–112 (OT)	Gilbert Arenas (33)	Brendan Haywood (14)	Gilbert Arenas (6)	ARCO Arena 16,579	7-16
24	December 18	@ Golden State	W 118–109 (OT)	Gilbert Arenas (45)	Brendan Haywood (12)	Gilbert Arenas (13)	Oracle Arena 17,423	8-16
25	December 19	@ Phoenix	L 95–121 (OT)	Gilbert Arenas (22)	Andray Blatche (9)	Randy Foye (4)	US Airways Center 16,811	8-17
26	December 22	Philadelphia	W 105–98 (OT)	Gilbert Arenas (31)	Gilbert Arenas (8)	Caron Butler (4)	Verizon Center 15,435	9-17
27	December 23	@ Milwaukee	W 109–97 (OT)	Antawn Jamison (25)	Caron Butler , Antawn Jamison (10)	Gilbert Arenas (9)	Bradley Center 13,113	10-17
28	December 26	@ Minnesota	L 89–101 (OT)	Gilbert Arenas (26)	Brendan Haywood (10)	Gilbert Arenas (9)	Target Center 16,838	10-18
29	December 28	@ Memphis	L 111–116 (OT)	Gilbert Arenas (30)	Antawn Jamison (13)	Earl Boykins (6)	FedExForum 14,571	10-19
