Date	Opponent	Score	Loss	Attendance	Record
September 1	@ Athletics	8 - 3	Mohler (1-6)	24,251	78-57
September 3	@ Angels	4 - 1	Morris (7-12)	23,834	78-58
September 4	@ Angels	4 - 2	Stottlemyre (8-10)	21,530	78-59
September 5	@ Angels	5 - 1	Hentgen (16-8)	19,653	78-60
September 7	Athletics	11 - 7 (11)	Castillo (3-1)	50,515	78-61
September 8	Athletics	2 - 1	Ward (2-3)	50,329	78-62
September 9	Athletics	7 - 4	Castillo (3-2)	50,518	78-63
September 10	Angels	10 - 4	Leftwich (2-5)	50,522	79-63
September 11	Angels	9 - 5	Hathaway (4-3)	50,529	80-63
September 12	Angels	4 - 1	Finley (14-12)	50,523	81-63
September 14	@ Tigers	9 - 5	Davis (2-7)	23,674	82-63
September 15	@ Tigers	14 - 8	Moore (12-9)	24,526	83-63
September 17	@ Twins	4 - 2	Tapani (9-15)	24,113	84-63
September 18	@ Twins	5 - 1	Erickson (8-19)	26,415	85-63
September 19	@ Twins	10 - 0	Trombley (5-5)	23,775	86-63
September 21	Red Sox	5 - 0	Clemens (11-14)	50,524	87-63
September 22	Red Sox	7 - 5 (10)	Timlin (4-2)	50,532	87-64
September 23	Red Sox	5 - 1	Minchey (1-1)	50,528	88-64
September 24	Yankees	7 - 3	Key (17-6)	50,517	89-64
September 25	Yankees	3 - 1	Tanana (0-2)	50,527	90-64
September 26	Yankees	7 - 3	Stottlemyre (11-11)	50,518	90-65
September 27	@ Brewers	2 - 0	Eldred (16-16)	14,931	91-65
September 28	@ Brewers	6 - 4	Maysey (1-2)	13,182	92-65
September 29	@ Brewers	9 - 6	Orosco (3-5)	13,508	93-65
September 30	@ Orioles	6 - 2	Rhodes (5-6)	45,653	94-65
