Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 3	New Jersey	W 94–79 (OT)	Alvin Robertson (30)	Alvin Robertson (7)	Damon Stoudamire (10)	SkyDome 33,306	1-0
2	November 4	@ Indiana	L 89–97 (OT)	Damon Stoudamire (26)	John Salley (9)	Damon Stoudamire (11)	Market Square Arena 16,640	1-1
3	November 7	@ Chicago	L 108–117 (OT)	Willie Anderson (23)	Oliver Miller (9)	Damon Stoudamire (10)	United Center 23,102	1-2
4	November 8	Sacramento	L 90–109 (OT)	Tracy Murray (22)	Oliver Miller (11)	Willie Anderson (4)	SkyDome 16,793	1-3
5	November 10	Phoenix	L 108–112 (OT)	Tracy Murray (23)	John Salley (11)	Damon Stoudamire (7)	SkyDome 25,207	1-4
6	November 11	@ Charlotte	L 117–123 (OT)	Willie Anderson (24)	Willie Anderson (9)	Alvin Robertson (7)	Charlotte Coliseum 24,042	1-5
7	November 13	Utah	L 100–103 (OT)	Willie Anderson , Alvin Robertson (22)	Ed Pinckney (10)	Damon Stoudamire (9)	SkyDome 18,351	1-6
8	November 15	Houston	L 93–96 (OT)	Damon Stoudamire , Žan Tabak (20)	Žan Tabak (15)	Alvin Robertson (10)	SkyDome 20,831	1-7
9	November 17	Minnesota	W 114–96 (OT)	Damon Stoudamire (20)	Oliver Miller , Damon Stoudamire (7)	Damon Stoudamire (13)	SkyDome 18,401	2-7
10	November 18	@ Washington	W 103–102 (OT)	Damon Stoudamire (23)	Willie Anderson (9)	Damon Stoudamire (10)	USAir Arena 18,756	3-7
11	November 21	Seattle	W 102–97 (OT)	Oliver Miller (23)	Damon Stoudamire (12)	Damon Stoudamire (11)	SkyDome 21,836	4-7
12	November 22	@ Milwaukee	L 86–96 (OT)	Alvin Robertson (18)	Ed Pinckney (8)	Damon Stoudamire (9)	Bradley Center 14,959	4-8
13	November 25	@ Atlanta	L 102–114 (OT)	Tracy Murray (22)	Ed Pinckney (13)	Damon Stoudamire (9)	Omni Coliseum 10,253	4-9
14	November 27	Golden State	W 101–98 (OT)	Willie Anderson (26)	John Salley (9)	Damon Stoudamire (10)	SkyDome 19,563	5-9
