Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	Indiana	W 98–92 (OT)	Amar'e Stoudemire (26)	Ronny Turiaf (10)	Toney Douglas (7)	Madison Square Garden 19,763	19–14
34	January 4	San Antonio	W 128–115 (OT)	Wilson Chandler (31)	Wilson Chandler , Amar'e Stoudemire (9)	Raymond Felton (7)	Madison Square Garden 19,763	20–14
35	January 7	@ Phoenix	W 121–96 (OT)	Amar'e Stoudemire , Raymond Felton (23)	Raymond Felton , Landry Fields (10)	Raymond Felton (11)	US Airways Center 17,621	21–14
36	January 9	@ L.A. Lakers	L 87–109 (OT)	Amar'e Stoudemire (23)	Amar'e Stoudemire (10)	Raymond Felton (7)	Staples Center 18,997	21–15
37	January 11	@ Portland	W 100–86 (OT)	Amar'e Stoudemire (23)	Ronny Turiaf (10)	Raymond Felton (14)	Rose Garden 20,604	22–15
38	January 12	@ Utah	L 125–131 (OT)	Shawne Williams (25)	Raymond Felton (7)	Raymond Felton (11)	EnergySolutions Arena 19,911	22–16
39	January 14	Sacramento	L 83–93 (OT)	Amar'e Stoudemire (25)	Amar'e Stoudemire (13)	Raymond Felton (6)	Madison Square Garden 19,763	22–17
40	January 17	Phoenix	L 121–129 (OT)	Amar'e Stoudemire (41)	Landry Fields (9)	Raymond Felton (13)	Madison Square Garden 19,763	22–18
41	January 19	@ Houston	L 89–104 (OT)	Amar'e Stoudemire (25)	Wilson Chandler (8)	Raymond Felton (5)	Toyota Center 15,903	22–19
42	January 21	@ San Antonio	L 92–101 (OT)	Raymond Felton (23)	Amar'e Stoudemire (15)	Raymond Felton (7)	AT&T Center 18,581	22–20
43	January 22	@ Oklahoma City	L 98–101 (OT)	Danilo Gallinari (23)	Amar'e Stoudemire (12)	Raymond Felton (7)	Oklahoma City Arena 18,203	22–21
44	January 24	Washington	W 115–106 (OT)	Amar'e Stoudemire (30)	Amar'e Stoudemire (9)	Raymond Felton (15)	Madison Square Garden 19,763	23–21
45	January 27	Miami	W 93–88 (OT)	Amar'e Stoudemire (24)	Landry Fields (13)	Raymond Felton (7)	Madison Square Garden 19,763	24–21
46	January 28	@ Atlanta	L 102–111 (OT)	Amar'e Stoudemire (27)	Shawne Williams (11)	Raymond Felton (13)	Philips Arena 19,069	24–22
