Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	Phoenix	L 99–106 (OT)	Kevin Durant (27)	Chris Wilcox (11)	Earl Watson (8)	KeyArena 17,072	0–2
3	November 4	@ L. A. Clippers	L 101–115 (OT)	Kevin Durant (24)	Nick Collison (10)	Damien Wilkins (6)	Staples Center 17,376	0–3
4	November 6	@ Sacramento	L 98–104 (OT)	Wally Sczerbiak (32)	Chris Wilcox (10)	Earl Watson (8)	ARCO Arena 14,908	0–4
5	November 7	Memphis	L 98–105 (OT)	Chris Wilcox (21)	Chris Wilcox Nick Collison (8)	Earl Watson (8)	KeyArena 10,761	0–5
6	November 9	Utah	L 101–103 (OT)	Kevin Durant (20)	Nick Collison (12)	Earl Watson (11)	KeyArena 15,980	0–6
7	November 11	Detroit	L 103–107 (OT)	Kevin Durant (19)	Chris Wilcox (9)	Luke Ridnour (7)	KeyArena 16,379	0–7
8	November 13	@ Orlando	L 76–103 (OT)	Nick Collison (15)	Jeff Green (7)	Delonte West Earl Watson (4)	Amway Arena 16,101	0–8
9	November 14	@ Miami	W 104–95 (OT)	Chris Wilcox (20)	Nick Collison (11)	Delonte West Earl Watson (6)	American Airlines Arena 19,600	1–8
10	November 16	@ Atlanta	W 126–123 (2OT)	Damien Wilkins (41)	Nick Collison (14)	Earl Watson (9)	Philips Arena 13,534	2–8
11	November 17	@ Charlotte	L 84–100 (OT)	Chris Wilcox (24)	Chris Wilcox (9)	Earl Watson (5)	Charlotte Bobcats Arena 13,697	2–9
12	November 19	@ Memphis	L 108–125 (OT)	Delonte West (17)	Jeff Green (14)	Damien Wilkins (6)	FedExForum 10,863	2–10
13	November 23	New Jersey	L 93–98 (OT)	Delonte West (17)	Jeff Green (14)	Kurt Thomas Earl Watson Nick Collison (3)	KeyArena 14,424	2–11
14	November 25	San Antonio	L 101–116 (OT)	Wally Szczerbiak (27)	Kurt Thomas (7)	Delonte West (5)	KeyArena 14,186	2–12
15	November 27	@ L. A. Lakers	L 99–106 (OT)	Kevin Durant (25)	Kurt Thomas (13)	Earl Watson (6)	Staples Center 18,997	2–13
16	November 28	Orlando	L 94–110 (OT)	Kevin Durant (22)	Kurt Thomas (14)	Kevin Durant Earl Watson (4)	KeyArena 12,398	2–14
17	November 30	Indiana	W 95–93 (OT)	Kevin Durant (35)	Kurt Thomas (18)	Earl Watson (11)	KeyArena 14,786	3–14
